text,label
"pemegang saham fiat memberikan suara mendukung merger chrysler, menggeser pusat gravitasi dari ...",0
"dow, s&p 500 mencatat rekor baru, nasdaq merosot",0
anak-anak segala usia merayakan hari keju panggang nasional,1
"drake serenades potongan sampingan dengan brian mcknight, menghadapi donald sterling",1
"coo facebook: ""facebook tidak bisa mengendalikan emosi pengguna""",2
kebakaran lain: tesla kembali ke halaman depan (tsla),2
'orphan black': sejarah proyek leda 101,1
sedan sel bahan bakar toyota,2
perusahaan minyak terbesar di tiongkok disalahkan atas kontaminasi air beracun,0
pendapatan blackberry turun di bawah $1 miliar karena perusahaan hanya menjual sedikit blackberry baru,0
pangeran harry dan pacarnya cressida menikmati hari libur,1
kontestan 'survivor' caleb bankston meninggal dalam kecelakaan kereta api: laporkan,1
inilah tampilan pertama anda di 'green goblin spider-man 2',1
tas kantor,2
angelina jolie ingin berkonsentrasi pada penyutradaraan,1
"dre merayakan kesepakatan apple-beats senilai $3,2 miliar — tonton",2
keuntungan honda mengalahkan perkiraan dalam hal pemotongan biaya dan penjualan di jepang,0
oculus adalah permainan jangka panjang untuk facebook. sebuah permainan jangka panjang.,2
nicki minaj cemburu: kekasih iggy azalea,1
wall street terus melemah,0
heartbleed digunakan untuk pelanggaran badan pendapatan kanada,0
zayn malik dan louis tomlinson one direction merokok ganja dalam bocoran video ...,1
"kim kardashian, pesta pra-pernikahan kanye west di versailles: gambar, detail!",1
nominasi tony award 2014 dipandu oleh kejar-kejaran musik 'a gentleman',1
blue ivy dancing to beyoncé adalah bagian terbaik dari mtv vma (video),1
"news corp, fox mengungkapkan langkah eksekutif",0
nbcuniversal cable entertainment mencapai kesepakatan multi-tahun dengan wwe® untuk ...,0
9 cara memperpanjang kehidupan iphone anda saat akhir sudah dekat,2
anggota pemeran 'glee' musim 5 episode ke-100 chace crawford berbicara tentang dianna ...,1
"jadi yang diutamakan pemegang saham, baru negara?",0
pandangan suram ekonom prancis thomas piketty tentang kesenjangan kekayaan,0
malaysia airlines mh370: kemarahan tiongkok yang tidak biasa dan saling tuding,0
"boe mempertahankan suku bunga rendah, suku bunga ecb tidak berubah",0
netralitas bersih vs jalur cepat internet di ny - aarp menjelaskan apa yang dipertaruhkan untuk ...,2
libya akan memulai kembali ekspor minyak dari pelabuhan utama timur,0
kim jong-un sebut film seth rogen 'act of war',1
siapa yang tersingkir di bachelorette 2014 malam ini? minggu 6,1
meg ryan akan menceritakan spin-off `how i met your mother`,1
tonton conan o'brien mendapatkan 50 akting cemerlang selebriti untuk mtv movie awards,1
malaysia merilis data satelit mh370,0
tantangan ember es,1
tyrannosaurus rex jenis baru diidentifikasi oleh ilmuwan inggris,2
draghi tetap berada di sisi dovish – danske bank,0
phantom dust untuk xbox one diumumkan tetapi tanggal rilisnya masih belum dikonfirmasi,2
colbert marah pada 'stephen colbert' karena membuat lelucon rasis terhadap orang asia,1
tayang perdana musim ke-4 game of thrones adalah debut yang paling banyak ditonton di hbo ...,1
penampilan jolie menjadi sorotan 'maleficent',1
"angelina jolie dan brad pitt sedang 'eksperimental', ternyata...",1
kerangka di lemari,2
anggota parlemen menuduh gm “menipu secara kriminal” pemerintah,2
'chef': pesona tanpa reservasi,1
google membeli startup di balik aplikasi terjemahan visual word lens,2
berita bitcoin: ceo mt. gox dituduh menimbun koin yang 'dicuri',2
"stephen colbert mewarisi 'late show', dan anda juga bisa? bukan tuan rumah ini",1
operator radio ham menunjukkan keahlian mereka di melbourne barat akhir pekan ini,2
fitur 'teman terdekat' di facebook kini memungkinkan anda menguntit teman online anda di ...,2
kantor box,1
suntrust dikenakan denda setengah miliar oleh fbi,0
guru memberi acungan jempol/jempol ke bawah terhadap sekolah,2
tidak ada lagi yang hancur: king digital melompat di atas harga ipo,0
rekap tayang perdana musim tujuh 'mad men': 'zona waktu',1
"trailer ""fury"" mengingatkan kita bahwa brad pitt berada dalam film perang terbaiknya",1
disney berkencan dengan captain america 3,1
"elsa pataky, suami chris hemsworth menyambut anak kembar di keluarga",1
neil degrasse tyson senang menjadi simbol seks nerd,2
opsi tip baru starbucks di aplikasinya membuat anda semakin sulit untuk menjadi pelit,0
rumor tom cruise berkencan dengan laura prepon kembali muncul! dan sekarang mereka...,1
parodi sampul majalah vogue kim kardashian dan kanye west: pasangan ...,1
"pembaruan, saran, dan kejutan",0
"american apparel mendapati ceo menyalahgunakan dana, gagal menghentikan pendiskreditan ...",0
'transendensi': johnny depp mendapat perubahan digital dalam film melelahkan ini ...,1
"batu berjanggut dari rambut yak asli, berubah menjadi 'hercules'",1
afrika: saran adaptasi iklim untuk kota-kota di dunia selatan,2
sony akan menghentikan psp di jepang bulan depan,2
14 ceo teknologi yang paling dicintai pada tahun 2014,0
"saham jc penney company, inc. melonjak 25% karena lonjakan penjualan",0
general mills menghilangkan hak anda untuk menuntut jika anda mencetak kupon mereka dan banyak lagi!,2
google melangkah maju dalam menerjemahkan apa pun – google membeli aplikasi word lens,2
pembaruan microsoft untuk windows phone 8.1 sudah hadir,2
sutradara goonies menggoda sekuelnya. lagi.,1
laba wells fargo naik 14 persen karena turunnya biaya,0
sejarah pfizer di inggris menawarkan harapan bagi pekerjaan astrazeneca,0
amazon akan meluncurkan smartphone pada bulan juni dengan layar 3d tanpa kacamata?,2
"pembayaran apple akan segera hadir; investor ebay, waspadalah",2
"tanggal rilis ipad air 2 dan ipad mini 3, spesifikasi, harga, laporan dan rumor ...",2
studi menghubungkan gempa oklahoma dengan operasi fracking,0
"dre menyatakan dirinya sebagai ""miliarder pertama di hip-hop"" berkat ...",2
saham baxter international inc. (nyse: bax) naik 10% di berita split,0
sony akan menjual playstation di china melalui usaha patungan,2
"pembuat candy crush mengambil ipo senilai $7,6 miliar",0
"dengan carousel, dropbox ingin menangani semua foto",2
katie holmes berpose topless untuk majalah glamour,1
layanan pemegang saham institusional berupaya memecat sebagian besar dewan direksi target,0
amazon mengejutkan pelanggannya dengan kredit tunai kejutan di rekening mereka,0
pengembang aplikasi dapat memprogram untuk samsung gear 2 dan gear 2 neo dengan ...,2
"apple, google menyerukan gencatan senjata atas tuntutan hukum",2
penjualan rumah keluarga tunggal melonjak di bulan april,0
hari ketiga di pertunjukan balmoral,2
akankah jumat agung menghasilkan hari senin yang lebih baik?,0
britney's just the beginning: bagaimana auto-tuning mengambil alih industri musik,1
kaley cuoco: hubungan asmara superman itu gila,1
allergan mengadopsi pertahanan 'pil racun' dalam upaya pengambilalihan valeant,0
spekulasi besar: nexus baru dengan nama kode flounder segera hadir?,2
the amazing spider-man 2 hadir dalam bentuk digital untuk xbox one,1
inmarsat akan menyediakan pelacakan gratis setelah mh370,0
richard donner dan corey feldman mengatakan sekuel 'goonies' masih berlangsung,1
akankah segera ada nyonya bieber? justin men-tweet foto lamaran pernikahan yang samar,1
treasury jatuh untuk pertama kalinya dalam lima hari seiring meningkatnya indeks jasa,0
malaysia airlines mempertimbangkan perubahan nama untuk memperbaiki reputasi,0
ecb mempertahankan suku bunga stabil untuk bulan keenam,0
samsung galaxy note 3 mengambil galaxy mega 6.3 (perbandingan),2
reuters: allergan mengincar tawaran pengambilalihan baru untuk shire,0
samsung memperkirakan perlambatan pasar ponsel pintar akan berdampak pada keuntungan,0
pengadilan jerman menyelesaikan dana bailout zona euro,0
bea yang ramai pada tahun 2014,0
peretas perangkat apple mengunci perangkat as setelah australia,2
siswa mengambil bagian dalam kegilaan media sosial yang telah mengumpulkan jutaan dolar untuk ...,1
petugas sc didenda $525 untuk isi ulang soda,1
miley cyrus membuat tato mendiang anjing peliharaan floyd… setelah merokok 'sendi' di ...,1
hilang tapi tidak terlupakan: breaking bad di antara nominasi asosiasi kritikus tv,1
laba morgan stanley naik 56%,0
china: output manufaktur naik berkat pesanan baru,0
"bank-bank eropa yang “terlalu besar untuk gagal” mempunyai keuntungan sebesar $300 miliar selama krisis, kata imf",0
"kalender gereja, 18-24 april: perjalanan menuju salib",1
"pendiri american apparel inc, dov charney, mungkin telah kehilangan sekutu utamanya dalam perjuangan untuk mendapatkan ...",0
"glencore akan membeli perusahaan minyak chad, caracal, senilai $1,3 miliar",0
harga gas meningkat di nevada,2
curi tampilan akhir pekan: ensemble drew barrymore yang mudah dan ethereal,1
netflix menaikkan harga untuk pelanggan baru,2
semua yang kita ketahui tentang pernikahan kim kardashian & kanye west ini ...,1
tony soprano akan mendarat di amazon prime,1
shia labeouf telah dibebaskan dari tahanan polisi setelah penangkapannya pada ...,1
george clooney mengundurkan diri dari peran penjaga perdamaian pbb,1
macklemore mengeluarkan pernyataan setelah mengenakan pakaian 'menyinggung',1
amazon fire phone: 5 fakta yang perlu diketahui sebelum anda membeli,2
laporan box office 411: captain america: the winter soldier memerintah untuk ketiga ...,1
tinjauan langsung: miley cyrus kembali dengan kejutan saat tur bangerz yang mengejutkan ...,1
kraft foods secara sukarela menarik kembali produk keju cottage pilihan,0
"kelly rowland hamil, ruby dee meninggal di usia 91, mila kunis menumpahkan semua ...",1
apa yang dipertaruhkan untuk raja pembuat game 'candy crush'?,0
penampakan bayi: pangeran george berkeliaran,1
batman v. superman: dawn of justice adalah judul resmi baru,1
harga bahan bakar sedikit turun di metro savannah,2
kirim badutnya,1
how i met your mother membintangi nyanyian epik,1
t-mobile mengatasi tuduhan ftc bahwa mereka mengetahui tentang sms tidak sah ...,2
pemerintahan underdog di game of thrones,1
nestle memperkirakan pertumbuhan akan meningkat setelah kuartal pertama yang lambat,0
apakah mantan macaulay culkin mila kunis ingin menikah sebelum dia?,1
intuit akan memperoleh cek aplikasi bill-pay sebesar $360 juta,0
matt damon membasahi dirinya dengan air toilet untuk tantangan ember es,1
gm memperkirakan akan menarik kembali 33.000 chevrolet cruze,2
katy perry meluncurkan label rekaman sendiri,1
morning jolt: aktor 'shield' michael jace didakwa melakukan pembunuhan istri,1
mixologi 'orang gila',1
berhentilah mencoba mewujudkan 'perang melawan paskah',1
"""rumor baru 'indiana jones' membuat bradley cooper mungkin menggantikan harrison ford"".",1
nirvana & lainnya dimasukkan ke rock & roll hall of fame,1
zac efron & michelle rodriguez mengonfirmasi percintaan mereka,1
toko buku yang buruk: konspirasi ini menyebabkan kerugian bagi apple sebesar $us400 juta,2
'manusia barbie' valeria lukyanova menyalahkan 'pencampuran ras' sebagai penyebab operasi plastik ...,1
rekaman yang mengejutkan menunjukkan para wanita berlari menyelamatkan diri saat kereta mendekat,0
elon musk – ceo rakyat – mengikuti nasihat tesla melalui iklan surat kabar,2
"pembaruan 3-keuntungan mcdonald's turun, pengunjung as tidak ""menyukainya""",0
spot tv “4th of july” yang tidak menyenangkan untuk 'dawn of the planet of the apes',1
"pembaruan perceraian beyonce: jay-z memutuskan semua kontak dengan rachel roy, berlari ke ...",1
apakah pemimpin dunia seperti obama masih menggunakan ponsel pintar blackberry?,0
trailer teaser resmi horrible bosses 2 dirilis [video],1
samsung galaxy grand neo vs samsung galaxy core advance: top ...,2
"kerugian target di kanada mencapai $1,5 miliar",0
harga gas menuju ke atas,2
kereta philly berputar lagi setelah mogok satu hari,0
sxsw 2014: 5 hal yang kami pelajari di hari ke-2,1
editorial tamu: ilmu pengetahuannya jelas: manusia telah menyebabkan perubahan iklim,2
fbi menghentikan aksi kejahatan dunia maya 'gameover zeus' dan 'cryptolocker',2
uang kertas $100 disembunyikan di seluruh san francisco,0
foto pernikahan kim dan kanye telah tiba,1
"kim, foto pernikahan kanye akhirnya terungkap!",1
"kraft menarik kembali 96.000 pon sosis oscar mayer - wqow tv: eau claire, wi ...",0
justin timberlake berterima kasih kepada semua orang 'kecuali donald sterling' atas penghargaan billboard,1
"ceo blackberry membuktikan bahwa dia ahli dalam perubahan haluan, namun apakah waktu hampir habis?",0
pembaruan: aktor star wars harrison ford dibawa ke rumah sakit john radcliffe setelah ...,1
siemens bisa mendapatkan waktu tambahan untuk menyelesaikan sumber proposal alstom,0
"lupita nyong'o adalah orang tercantik di dunia, tapi kami sudah ...",1
batas waktu pajak adalah hari ini,0
ryan gosling dan rachel mcadams dalam 'the notebook',1
mobil tanpa pengemudi bisa saja hadir di jalanan inggris pada tahun 2015,2
cuplikan 'fifty shades' pertama ditayangkan di cinemacon,1
miley cyrus membantah menyuruh jennifer lawrence untuk 'bersatu' - lalu hapus ...,1
ceo target gregg steinhafel mengundurkan diri menyusul pencurian data,0
"""pria november"" datang",1
"hanya untuk satu hari, google glass dijual untuk semua orang",2
google 'smart lenses' dapat mendeteksi data biometrik dari mata anda,2
film akhir pekan: pergi ke bioskop,1
pejabat pertanian ky. menerima kiriman rami - abc-7.com wzvn news for fort ...,0
para arkeolog menemukan makam mesir berusia 3300 tahun,2
dasar laut zona jet hunter malaysia sebagian besar datar dengan 1 parit,2
anggaran 2014: osborne mengungkapkan koin £1 baru,0
korban penyerangan chris brown memberikan kesaksian saat persidangan dimulai,1
"gugatan federal diajukan terhadap philly.com atas ashton kutcher, foto mila kunis",1
bintang 'sarjana' juan pablo mengabaikan sms dan panggilan dari nikki ferrell?,1
"peluncuran pembaruan sprint lg g2 kitkat, verizon lg g2 android 4.4.2 dalam antrian",2
lonjakan pangsa lafarge-holcim sudah cukup jauh,0
tesla membuka perpustakaan paten untuk mempercepat pertumbuhan ev,2
"suku bunga hipotek citibank, bb&t melonjak 17 april",0
ulasan - 'tammy' adalah pemenang,1
"wall st. naik tipis, s&p akan menutup minggu ini dengan lebih rendah",0
"harga saham facebook inc., membukukan peningkatan laba di tengah iklan seluler ...",0
penyanyi marc anthony diperintahkan untuk membayar tunjangan anak sebesar $26.800 kepada mantan istrinya,1
megan fox mengungkapkan kekasihnya dalam pemotretan seksi untuk cosmopolitan,1
barclays akan menunjuk kepala komite pembayaran baru -sky news,0
penghasilan nintendo: untuk diperhatikan,2
facebook menimbulkan kontroversi setelah melibatkan pengguna dalam eksperimen sosial besar-besaran,2
pendapat kami: memimpin tuntutan pelabelan gmo,0
"apple dilaporkan hampir membeli beats seharga $3,2 miliar",0
beyoncé meliput waktu 'paling berpengaruh' dalam bikini: pikiran?,1
"nasa memberi boeing kontrak $2,8 miliar untuk mengembangkan sistem peluncuran luar angkasa",2
zynga memikat lee best buy ke pekerjaan cfo menambah upaya kebangkitan,0
"zebra akan menghabiskan $3,45 miliar untuk bisnis perusahaan motorola dalam ...",0
"janet yellen: perekonomian membaik, namun perumahan menjadi perhatian",0
"barang konsumsi paling aktif: apple inc. (nasdaq:aapl), tesla motors ...",2
windows 8 dan 8.1 masih berjuang untuk mendapatkan pangsa pasar pc,2
google membeli startup streaming musik songza (resmi),2
"kate middleton, duchess of cambridge, santai bergaris-garis bersama pangeran george ...",1
mengapa musim laporan pendapatan bisa menjadi hal yang bagus untuk cms energy (cms),0
cedera ford menunda syuting star wars,1
para bintang membicarakan kembalinya holografik mj!,1
tujuan peregangan frog fractions 2 bertujuan untuk membeli kembali oculus dari facebook,2
"tiga lubang hitam supermasif ditemukan, peneliti berharap lebih banyak",2
dow jones anjlok 300 poin: wilayah negatif untuk tahun 2014,0
pernahkah anda mengalami pembatalan seburuk pengalaman comcast ini?,2
jam tangan pintar mandiri gear solo yang dikabarkan akan tiba paling cepat ...,2
google glass menjadi kelas atas,2
london memberi lampu hijau kepada uber – tapi haruskah kita membiarkannya mengabaikan peraturan?,0
berapa lama saya harus menyimpan catatan pajak lama?,0
"dalam hal netralitas bersih, ketua fcc semakin berdiri sendiri",2
terry crews ditunjuk sebagai pembawa acara baru 'who wants to be a millionaire',1
pembunuhan dengan aksen sederhana: 'fargo' muncul di layar kecil,1
eksklusif: anita baker mengatakan dia diteror,1
"bitcoin: dikenakan pajak sebagai properti, diatur sebagai mata uang?",0
"pmi manufaktur inggris, uang lainnya, dan meminjamkan data",0
android tv berusaha menyatukan pasar smart tv,2
metrik penjualan utama costco di bulan april mengalahkan ekspektasi,0
aktivitas pabrik di bulan juni tumbuh pada laju tercepat sejak bulan februari,0
kapsul robot akan diluncurkan ke stasiun luar angkasa internasional,2
laba-laba nakal mendorong penarikan kembali mazda,2
stones menunda turnya setelah kematian l'wren scott,1
pembangunan rumah di amerika meningkat pada bulan maret karena perusahaan-perusahaan konstruksi berhasil mengatasi musim dingin yang brutal,0
nick carter menikahi pacar lamanya,1
update valas: bisakah ifo jerman membangunkan eurusd dari tidurnya?,0
saham gopro melonjak 32% saat debut (gpro),0
"pemegang saham target harus menggulingkan direksi, kata iss -- pembaruan ke-3",0
"weird al merilis spoof pharrell yang ""norak"" sebagai yang pertama dari 8 video dalam 8 hari",1
justin timberlake meraih penghargaan tertinggi di billboard music awards,1
jk rowling mengungkap kisah baru harry potter,1
100.000 pengguna aplikasi detektor heartbleed memberikan wawasan tentang bug,2
putri kurt cobain membalas komentar 'seandainya aku mati' dari lana del ray,1
mantan pengawal justin bieber membela lelucon rasisnya dengan mengatakan kita semua berbuat ...,1
apple menghadirkan ios 8 dan os x yosemite,2
"ikea akan menaikkan upah minimum menjadi $10,76 di semua toko as",0
"ibu lindsay lohan, dina, surat izin mengemudinya ditangguhkan karena mengemudi dalam keadaan mabuk",1
google membatalkan keputusan untuk menghapus tautan,2
sidang penyerangan chris brown dimulai senin,1
praorder galaxy s5 seluler as hadir dengan keuntungan google play store,2
jetblue meminta maaf karena menyebabkan balita kencing di kursi pesawat,1
cuplikan film aksi langsung 'teenage mutant ninja turtles' pertama tiba [video],1
google mengincar teknologi visi 3d untuk tablet eksperimental,2
harga gas rusia untuk tiongkok setara dengan $350 — ekonomi ulyukayev 22 mei 11:29,0
jaksa mengatakan 3 orang didakwa dalam bencana tambang turki yang menewaskan 301 orang,0
"video: joss whedon's in your eyes, dibintangi zoe kazan, kini tersedia online",1
pelatih: tidak ada kemewahan di amerika utara,0
"apple merencanakan pembobolan rumah, terobosan otomatisasi rumah",2
google now adalah aplikasi pembunuh untuk android wear,2
nia sanchez dinobatkan sebagai miss as ke-63,1
gangsta hingga akhir: sersan polisi mengungkap kata-kata terakhir 2pac,1
harga minyak melonjak karena kekhawatiran irak,0
kepala gowex mengundurkan diri setelah penyedia wifi spanyol mengakui akuntansi palsu,0
"pembaruan google glass meningkatkan masa pakai baterai, menghapus video...",2
bisakah angela ahrendts menjadi wanita ajaib apple senilai $68 juta?,0
9 jepretan menakjubkan dari gerhana bulan tadi malam,2
ebay mengalami kerugian kuartal pertama karena biaya pajak,0
sushma membahas masalah ruu imigrasi dengan kerry,0
ponsel sony xperia c3,2
asiana airlines mengakui kesalahan pilot yang disalahkan atas kecelakaan san francisco,0
"charlie sheen mabuk di taco bell: 'maaf, aku sangat terpukul'",1
"general motors menarik kembali 2,6 juta kendaraan, dua kali lipat biaya kuartal kedua",0
pinjaman zona euro kepada sektor swasta menyusut,0
pemeran transformers: age of extinction sebutkan transformer favorit mereka,1
"keuntungan di dixons retail, carphone meningkat menjelang merger",0
the bachelorette memberi penghormatan kepada eric hill di episode terakhirnya,1
"microsoft: cacat keamanan internet explorer bertanggung jawab atas “terbatas, bertarget ...",2
"samsung memperkenalkan galaxy k zoom, pesaing tepat nokia lumia 1020",2
pemogokan lirr akan memaksa kereta brt keluar dari jalan raya,0
laba nasional australia meningkat ke rekornya seiring dengan turunnya kredit macet,0
plague inc. bermitra dengan 20th century fox untuk ekspansi planet kera,1
box office: 'rio 2′ akan mengejar 'captain america' untuk no. 1 di box office?,1
jodie foster menikahi pasangannya alexandra hedison,1
gm memperluas penarikan kembali saklar pengapian ke model selanjutnya,0
orang amerika dikatakan menggunakan angkutan umum dalam jumlah yang sangat besar,0
penggalian game et mengungkap awal keruntuhan atari,2
badan ohio akan merilis angka bulanan terbaru mengenai pengangguran dan jumlah pekerjaan,0
"google meluncurkan pengiriman pada hari yang sama di ny, la",0
"rolls-royce kehilangan pesanan mesin senilai £2,6 miliar setelah emirates membatalkan pembelian airbus",0
carl icahn dan ebay mengakhiri pertarungan mereka,0
salamander menyusut saat rumah di pegunungan memanas,2
"pengadilan memihak blackberry, menghentikan penjualan keyboard iphone typo",2
"judd apatow, film seth rogen yang disalahkan atas pembunuhan elliot rodger isla vista ...",1
rio 2 tarif ringan yang menghibur,1
penunjukan veteran sekarang tersedia untuk lisensi,0
bintang reality tv benzino ditembak oleh keponakannya saat pemakaman ibunya,1
mesin valve steam ditunda hingga 2015,2
kapal ground zero bertanggal 1773,2
"penghasilan google, inc.: akankah seluler terus menarik keuntungan?",0
meryl davis menang berdansa dengan para bintang,1
lena dunham menolak untuk diintimidasi oleh berat badan: sedikit lemak tubuh tidak mengganggu saya,1
bagikan foto gerhana 'bulan darah' anda kepada anda secara lokal,2
"pemain e-commerce tiongkok jd.com mengumpulkan hampir $1,8 miliar dalam ipo",0
eli wallach meninggal: 10 peran film yang mengesankan dari kariernya yang panjang,1
"boot up: fuelband mati?, serangan kaca, belajar dari bill gates, dan banyak lagi",2
"paul walker -- kecepatan, bukan kegagalan mekanis, yang menyebabkan kecelakaan fatal",1
tech news – kakao akan mengakuisisi operator online daumtech news – kakao akan ...,0
bintang the bachelorette andi dorfman: josh murray dan nick viall masing-masing sepenuhnya ...,1
citigroup akan membayar $7 miliar untuk penyelidikan subprime mortgages,0
"indeks case-shiller: harga rumah di florida selatan naik 13,2 persen di bulan mei",0
inggris ingin menguji mobil tanpa pengemudi,2
indeks dolar bertahan di dekat level tertinggi 6 bulan dalam perdagangan yang tenang,0
puluhan ribu warga israel—dan willam belli—berbaris di tel aviv pride ...,1
google mengincar pembelian asing hingga $34 miliar,0
tingkat air yang lebih rendah mengancam kelangsungan hidup salmon,0
starbucks akan memasang stasiun pengisian nirkabel di toko,2
inilah mengapa anda tidak ingin bermasalah dengan george clooney,1
ulasan musik miley cyrus langsung di o2 arena london - ulasan,1
skype akan mendapatkan terjemahan pidato real-time akhir tahun ini,2
facebook memiliki peluang besar untuk berkembang di india: prasad,2
"joan rivers menanggapi wanita ohio yang ditawan, menolak untuk meminta maaf",1
investigasi layanan perlindungan anak will smith: tip anonim tentang ...,1
saham-saham naik lebih tinggi pada awal minggu pendapatan besar,0
duchess of cambridge di wimbledon pada 2 juli,1
regulator as memeriksa keberangkatan di pendaftaran hipotek,0
bocoran gambar samsung galaxy f / s5 prime perlihatkan smartphone warna hitam ...,2
'daily show' tidak menyukai google glass dan tidak memenjarakan sketsa komedi (video),2
"bug kripto yang kritis mengungkap yahoo mail, kata sandi lain bergaya rolet rusia",2
fitur google maps memungkinkan pengguna melihat ke masa lalu,2
"phh, penawaran suku bunga kpr pnc senin 17 mar",0
new york post: rekan band rolling stones mengkhawatirkan jagger,1
pemenang diumumkan: kontes samsung galaxy s5 dan samsung gear fit,2
et top 5: 5 hal yang mungkin tidak anda ketahui tentang miss piggy,1
galaxy note 4 akan menggunakan kamera penstabil gambar 12mp?,2
"video rochester ""bahagia"".",1
seperti inilah pernikahan beyonce & jay z,1
pojok pendeta: '(tidak) pekan suci',1
"peta voyager baru mengungkap bulan aneh neptunus, triton",2
"hanya foto michelle rodriguez dan zac efron berciuman, karena tak ada ...",1
persediaan facebook (nasdaq: fb) meningkat menjelang rapat pemegang saham tahunan ke-2,2
mobil bar 2,0
'menyukai' cheerios dapat menghilangkan hak anda untuk menuntut,0
spoiler 'walking dead' musim 5: semua yang kami ketahui sejauh ini,1
akankah jaminan sosial ada saat anda membutuhkannya?,0
apple setuju untuk membayar penyelesaian $400 juta atas gugatan penetapan harga e-book,2
jepang memberlakukan larangan visa pada 23 orang sebagai sanksi baru terhadap rusia,0
dick wagner dari alice cooper dan lou reed bands meninggal pada usia 71,1
paul mccartney menunda tur di asia karena sakit,1
"jason segel, neil patrick harris membawakan lagu 'les miserables' di 'inside the ...",1
"saham as-dow, s&p naik tipis; ism yang direvisi dilaporkan lebih bullish",0
nick lachey mengumumkan kehamilan istri vanessa di twitter,1
umat ​​​​kristen merayakan minggu palma di kerala,1
ketegangan referendum ukraina membebani pasar,0
telstra merupakan mitra pertama dalam tawaran cisco senilai $us1 miliar untuk menjadikan cloud lebih ramah perusahaan,2
tumpukan tanah yang sangat besar mungkin menyebabkan penutupan jembatan - nbc29 wvir charlottesville ...,0
p&g berencana menghilangkan 100 merek untuk fokus pada merek yang berkinerja terbaik,0
penulis anak-anak walter dean myers meninggal pada usia 76 tahun,1
ge memperkuat tawaran alstom menjanjikan 1000 pekerjaan baru,0
sepertinya jailbreak ios 8 bisa dilakukan,2
"kardashian, kanye terkejut saat berbulan madu di irlandia",1
apakah kim kardashian dan kanye west sudah menikah? laporan beragam keluar,1
broadchurch mencetak hat-trick di penghargaan tv inggris,1
klan wu-tang hanya merilis satu salinan album baru,1
pernikahan kim kardashian dan kanye west mungkin tertunda karena pranikah,1
perubahan iklim menimbulkan risiko besar bagi kesehatan: disebabkan oleh manusia,2
pesanan pabrik di india mencapai puncaknya dalam 3 bulan,0
"chevrolet mengungkap corvette z06 convertible, berangkat ke new york minggu depan",2
zayn malik dan louis tomlinson one direction diduga mengisap pot dalam foto baru ...,1
"laba morgan stanley melonjak dari wealth management, perdagangan",0
komik louis c.k. kembali untuk musim 4,1
"ann b. davis mati: rekan bintang 'brady bunch', yang lain memberi penghormatan kepada mendiang aktris"".",1
the magic school bus versi cgi akan hadir di netflix pada tahun 2016,1
peaches geldof ditemukan tewas pada usia 25 tahun,1
"rip, ann b. davis: apa yang alice di 'the brady bunch' ajari saya tentang mengasuh anak",1
sapi laut sedang merumput lamun saat sesekali berkunjung ke emerald coast,2
dia tidak merajuk! zendaya membuat pernyataan mode di bet awards ...,1
5 alasan untuk menonton noah karya russell crowe,1
gopro menunjuk tony bates sebagai presiden dan anggota dewan direksi,0
"laporan: pemanasan global disebabkan oleh manusia, berbahaya",2
kurva imbal hasil obligasi mendatar di tengah spekulasi suku bunga fed,0
saham seoul hampir datar pada awal musim laporan laba perusahaan,0
shakespeare 450: perayaan ulang tahun menghormati penulis terkenal dunia,1
