No,News Title,Category
23618,Bieber released from LAX detention after returning from Asia,Entertainment
26750,TV REVIEW: Game of Thrones Season 4,Entertainment
10376,Tracy Morgan Now in 'Fair' Condition: Publicist,Entertainment
61875,"RPT-BOJ keeps policy on hold, maintains upbeat view on outlook",Economy
41950,Sun Pharmaceuticals Industries Limited,Economy
28615,'Batman vs. Superman' movie finally has a title teasing more to come from DC  ...,Entertainment
52350,"Apple Inc.'s (AAPL) sapphire site the scene of frenzied construction, production  ...",Technology
17654,Median Age In Dakotas Drops Thanks To Oil Boom,Economy
11360,Sony reportedly halts OLED TV development to focus on 4K,Economy
25534,More Airbag Woes For Japanese Carmakers,Technology
8156,FTSE 100: This morning's risers and fallers,Economy
33055,There`s nothing sexual about Willow`s bed photo: Pinkett Smith,Entertainment
61070,Let The Mass Destruction Begin,Entertainment
47201,'Batman V. Superman': First Official Image Of Henry Cavill,Entertainment
41140,LG G3 handset leaked by official Dutch site,Technology
13137,Ebay hacked: Ebay tells users to change their passwords as personal info hacked,Technology
63162,Google Grants First 'Right to be Forgotten' Requests,Technology
16867,Transformers: Age of Extinction: Lorenzo di Bonaventura Interview,Entertainment
26397,BoE governor Carney's pay and perks top £1m,Economy
30962,Beverly Hills City Council expected to condemn Brunei for implementation of  ...,Entertainment
41446,Posted by Imaduddin,Economy
25909,Robert Pattinson not playing Indiana Jones,Entertainment
34695,Virtual wars: Oculus and Palmer Luckey sued for allegedly stealing VR tech,Technology
35481,"News Buzz - Tyco International Ltd. (NYSE:TYC), Chipotle Mexican Grill, Inc  ...",Economy
15738,Cosmos: A Spacetime Odyssey,Technology
61895,Shop around for new law,Entertainment
29186,T-Mobile Kills Overage Charge Fees,Technology
39139,OKCupid admits to 'experimenting' with deliberately bad dating matches,Technology
51530,Google's opening up Glass to everyone for one day only (good luck getting one),Technology
23028,"Nokia Returns US$3.1bil To Shareholders, Suri Becomes CEO",Technology
35115,"No lie: Pinocchio rex, strange, long-snouted cousin of T. rex, was one big boy",Technology
29719,My Big Fat Greek Wedding is getting a sequel,Entertainment
84,Canadian police arrests 19 year-old over 'Heartbleed' security breach,Technology
803,Khloe Kardashian Spends 30th Birthday Cuddling Up To French Montana On A  ...,Entertainment
26616,"Movie Cos. Hit Megaupload, Founder With Infringement Suit",Entertainment
41234,Support for Windows XP Ending,Technology
57238,The Rare Honey Moon: Friday the 13th Cocktails,Technology
51402,Samsung Galaxy Tab S leak suggests a 2560 x 1600 AMOLED display,Technology
53131,Judge Joe Brown's arrest prompts jokes,Entertainment
4417,Barcelona El Prat Airport Near Miss Incident [VIDEO]: Terrifying Planes Near  ...,Economy
16457,Twitter's mute feature gets official,Technology
57414,Brad Pitt attached to The Operators,Entertainment
54145,General Motors to replace heads of communications and human resources in  ...,Economy
62448,Verizon Samsung Galaxy S5 Users Get A Special Treat,Technology
2820,"Explosive Stocks - Bank of America, (NYSE:BAC),Alcoa, (NYSE:AA),Facebook  ...",Economy
44936,"Apple Quietly Pulls iPad 2, Puts iPad 4 on Sale Again",Technology
47131,Hear Me Out: Juliette Binoche Gives The Most Important Performance In Godzilla,Entertainment
55737,"Zac Efron attacked during crazy Skid Row brawl: car breaks down, 'intoxicated  ...",Entertainment
36226,Pritzker Juror Alejandro Aravena on Shigeru Ban: Virtuousity in Service of Our  ...,Entertainment
34419,EBay advises users to change passwords after cyberattack,Technology
59704,"L'Wren Scott's family, Mick Jagger arguing over funeral location",Entertainment
4564,"Editorial: The fires are growing, so get ready, Utahns",Technology
22544,"Climate change poses growing health threat, UN reports",Technology
14695,Argentina's Rational Default,Economy
34217,Japan Business Sentiment Set to Weaken Sharply,Economy
31193,"Spielberg's next movies set: spy thriller, 'BFG'",Entertainment
3536,Fatal Shooting and Stabbing at 2014 BET Awards Parties,Entertainment
61560,"Mortgage Rate Summary for Wells Fargo Jun 29, 2014",Economy
19669,"No, Andi Dorfman Was Not Slut-Shamed On Last Night's Shocking ""Bachelorette  ...",Entertainment
9758,More crashes linked to faulty ignitions in GM vehicles,Technology
55161,UK Stocks Climb as FTSE 100 Index Posts Weekly Advance,Economy
34237,"Snapchat Adds Substantial Funding, Developing Snapchat Discovery",Economy
42494,"Apple and Samsung head back to court, but outcome could be different",Technology
27271,"GM owners face weeks, months for repairs",Technology
27866,Poll: Uninsured Rate Drops To 15.6 Percent,Economy
23115,Destination Maternity: Mothercare nixes proposals,Economy
27156,GM recalls 8.4M more vehicles for ignition switch issues,Technology
45062,"Broadcast TV on the Internet: Justices show skepticism, concern about possible  ...",Entertainment
56802,"Batman v. Superman: Dawn Of Justice Officially Titled, New Logo Revealed",Entertainment
49734,"Apple, IBM Team Up To Transform Enterprise Mobility",Technology
19247,"US stocks: Wall Street ends higher on M&A, Citi earnings",Economy
1734,Watch: Jimmy Fallon vs. Emma Stone in lip-sync battle,Entertainment
60115,Tesla Motors Inc PT Cut By Wedbush,Economy
61292,Bitcoin exchange files for bankruptcy in US court,Technology
39583,Google to produce self-driving cars,Technology
6829,Credit Suisse to pay $1.6bn for US DoJ tax evasion probe settlement,Economy
56913,Schwarzenegger To Play Ageing Terminator,Entertainment
22883,Matt Lauer sticking with 'Today' show,Entertainment
24228,"Tesla Motors, Inc. Adds Greater Protection to Vehicles to Prevent Possible Fire  ...",Technology
26494,Pretty as a poster! Khloe Kardashian has an Athena moment as her skirt blows  ...,Entertainment
35434,"United Insurance Holdings Corp. to Join Russell 3000®, Russell 2000®, and  ...",Economy
36986,Two Weeks Remain for Healthcare Enrollment in Fla.,Economy
23157,"Avril Lavigne, Asian Women Are Not Your Props",Entertainment
24967,Neil Patrick Harris nearly nude on Rolling Stone cover 0,Entertainment
6851,GM executives for communications and HR step down amid recall crisis,Economy
58599,"Britain's manufacturing PMI slips in July, but with solid ground",Economy
42564,Tencent is setting its hopes on mobile commerce,Economy
42075,Carefree Jay Z and Beyonce Attend NBA Game Hours After Video of Solange's  ...,Entertainment
33489,See anyone you know in the first 'Gone Girl' trailer?,Entertainment
1826,"Iranian Police Arrest Online Music Video Dancers for Getting ""Happy""",Entertainment
9866,"Telling It Like It Is: Dolly Parton, Tracy Emin and the fall of Rolf Harris",Entertainment
23891,Mopar Accessories for 2014 Jeep Cherokee,Technology
1473,Mila Kunis rocks baggy blue dress / Channing Tatum at CinemaCon. Says they  ...,Entertainment
16125,Microsoft expected to announce job cuts this week: Bloomberg 0,Technology
1780,Facebook outage shuts out millions of users worldwide,Technology
60008,Gold advances to three-week high as Iraq violence boosts demand,Economy
62943,"Hello Kitty is not a cat, plus more reveals before her LA tour",Entertainment
39456,"As House preps for Comcast-Time Warner Cable hearing, Consumers Union  ...",Economy
52383,"Events, providers in Missoula to help buyers navigate ACA enrollment process",Economy
1176,BlackBerry Ltd (BBRY) Prepares To Fix Heartbleed Bug,Technology
61534,Fox News Quite Likes The BioShock Infinite Logo Apparently,Technology
42354,Beverly Hills Hotel Boycott Is Misdirected: Cowdray,Entertainment
8569,McCartney cancels S. Korea show for health reasons,Entertainment
12261,'Chicken from hell' dinosaur gets proper name,Technology
48578,"'Game of Thrones' premiere, final trailer arrive",Entertainment
29929,Microsoft sells 5 million Xbox One consoles,Technology
43250,UPDATE 3-Novartis and Google to develop 'smart' contact lens,Technology
34806,Ford's Takedown Of The Cadillac 'Poolside' Ad Is Perfect,Technology
42895,Clothing firm in loan crisis,Economy
60080,"Eurostar warns of delays, cancels trains",Economy
22629,NASA's Voyager 2 spacecraft's restored footage gives Detailed Map of Nepture's  ...,Technology
50006,Westgate Resorts buys former Las Vegas Hilton,Economy
55821,Teenage Mutant Ninja Turtles poster includes “September 11″ and exploding  ...,Entertainment
52413,Reasons why Shigeru Ban is the 2014 Pritzker Prize Laureate,Entertainment
1802,Shia LaBeouf 'Detained' at Broadway Show,Entertainment
59697,Kieran Mulvey: 'Nobody wins with decision to cancel the Garth Brooks concerts',Entertainment
2081,ObamaCare for Illegals,Economy
1971,Gareth Edwards: 'Directing a Star Wars movie is living a dream',Entertainment
39019,George Clooney gives up serial romance for engagement,Entertainment
20729,BlackBerry cuts licensing partnership with T-Mobile,Economy
45689,"Dollar falls to 3-1/2 month lows vs. yen, sterling higher",Economy
42606,Amanda Bynes Shares Bikini Photos from Spring Break,Entertainment
37328,Miley Cyrus has postponed her US tour until August,Entertainment
43705,"Lionsgate, Saban team up for Power Rangers",Entertainment
60402,Jay Z and Beyoncé Run Miami Opening Night of Joint Tour,Entertainment
5793,Area employment dips slightly in February,Economy
28337,"At Google I/O, expect smartwatches as Android spreads to new screens",Technology
12048,Humans Lived Alongside Dinosaurs?,Technology
20259,'Star Wars: Episode 7' Ankle Watch: Harrison Ford Sidelined for Two Months,Entertainment
13672,Why Ford (F) Stock is Down Today,Technology
12000,Heartbleed internet breach wider than anticipated,Technology
25120,Jessica Simpson: First Look At Her Beautiful Wedding Dress,Entertainment
58983,Climate Change: Leaked United Nations Report Reveals 'Irreversible Damage  ...,Technology
44815,'Heaven Is for Real' heartfelt but dull,Entertainment
36244,Watch Dogs review round-up: hack 'em to pieces,Technology
18600,Morgan Freeman's Voice On Helium Is Everything (VIDEO),Entertainment
25094,Mars hopefuls ponder life without families,Technology
13226,Facebook Unapologetic Despite User Outrage Over Its Experiment,Technology
39080,'Destiny' alpha to be open to all PS4 owners this weekend,Technology
22617,Zac Efron Goes Shirtless & Smooches a Fan at the MTV Movie Awards (PHOTO),Entertainment
32443,'True Blood' season 7 episode 2 recap: Eric returns (kind of) in 'I Found You',Entertainment
51742,Fukushima fisheries union approves TEPCO's plan to release groundwater into  ...,Economy
16435,"Facebook 1Q results soar, beat Wall Street's expectations",Economy
53918,Sony to Make and Sell PlayStation Games and Consoles in China,Technology
17474,District 13 Crashes The Presidential Address In This 'Hunger Games  ...,Entertainment
48446,'Winter Sleep' wins Palme d'Or,Entertainment
49381,"Alibaba's tiny cloud service has one big advantage over Amazon, Google and  ...",Economy
46278,The Surprising Truth Behind Tax Day: Where Your Taxes Go,Economy
10454,Arts and crafts retailer Michaels has tepid return to public markets,Economy
63157,Morning Jolt: JPMorgan CEO Jamie Dimon reveals he has cancer,Economy
21115,US existing home sales in April up 1.3 percent to 4.65M,Economy
55249,US Charges Five in Chinese Army With Hacking -- 4th Update,Economy
19882,Rubik's Cube invention: Can you solve it in 20 moves?,Technology
27369,'ET' video games uncovered in New Mexico landfill,Technology
30652,Teen spirit fills up the Hall of Fame,Entertainment
52566,Sale of huge Peruvian copper mine gives boost to beleaguered sector,Economy
41290,"First Yahoo Original Series by Director of The Office, Freaks & Geeks",Entertainment
16927,Washington Redskins will appeal trademark office ruling over 'disparaging  ...,Economy
1457,ATM operators decide on Linux over Windows,Technology
33163,Wu-Tang Member Cuts Penis Off In Suicide Attempt,Entertainment
54215,"With 20 Million Units Sold, Eddy Cue Says Apple TV Will Continue To Evolve",Economy
34683,Soybeans rise on signs that supplies remain tight,Technology
38977,Jessica Chastain Caught In 'True Detective' Casting Rumors,Entertainment
39042,"California DMV Officially Approves Autonomous Cars On Public Roads, With  ...",Technology
32114,Report: AT&T will announce it's buying DirecTV,Economy
38410,Maroon 5 To Release New Album In September,Entertainment
44272,UK Manufacturing Strengthens Further In June,Economy
22422,New York top court OKs local gas-drilling bans,Economy
6273,Total second-quarter reveals freeze on Novatek stake buying post MH17 downing,Economy
39977,"Twitter introduces mute feature on Android, iPhone, and the Web",Technology
45829,TSLA News: 4 Things to Know About the Tesla Model X SUV,Technology
6311,Bank of America to pay $9.5 billion in mortgage security deal,Economy
55730,lavazza and argotec send italian coffee into orbit with ISSpresso,Technology
5713,Earnings Preview: LinkedIn Q2 2014 (LNKD),Economy
6005,Eminem – “Headlights” Video (Dir. Spike Lee),Entertainment
10712,"Visionary or looney? After acquiring Oculus, some question Facebook CEO's  ...",Technology
26191,"Jay Z, Beyonce and Rob Kardashian all skip Kim and Kanye West's wedding",Entertainment
4649,Kris Jenner: Khloe Kardashian Is Just Friends With French Montana (VIDEO),Entertainment
8908,GM recalls 428211 more vehicles amid safety concerns,Technology
58444,MTV Stops The Show For Michael Brown,Entertainment
63564,Verizon introduces Samsung Galaxy S5 'Buy One Get One Free' offer,Technology
14621,Nintendo posts $97m quarterly net loss,Technology
58926,'The Amazing Spider-Man 2' Featured On Entertainment Weekly Cover [PHOTO],Entertainment
34536,"Macro Horizons: In Europe, Economies Diverge But Mistrust of EU Establishment  ...",Economy
43501,Nintendo posts a loss despite a boost from Mario,Technology
13707,Lindsay Lohan's List Of Sexual Conquests (Photo),Entertainment
25916,George Clooney's engagement to Amal Alamuddin confirmed,Entertainment
10754,The Tokyo sushi restaurant where Obama ate,Entertainment
23571,Top moments at the 2014 MTV VMAs,Entertainment
35690,"Passover 2014: Date, History, Traditions",Entertainment
30315,"Microsoft, Google to Launch Smartphone Anti-Theft Features to New Operating  ...",Technology
63729,Chris Brown ordered to stay in jail,Entertainment
51306,'Avatar' Filmmaker James Cameron Almost Done Writing Film's Three Sequels,Entertainment
2530,Feds Release Latest Data on the Trade Gap: Here's How We Did,Economy
28726,'The Voice' recap: Peeta and Katniss From District Provo,Entertainment
4131,Josh Elliott Was Jealous of Robin Roberts!,Entertainment
56327,FUTURES FILE: Crude boils higher,Economy
28504,1.3M affected by state data breach,Technology
55236,Watch: Matt Damon's Ice Bucket Challenge with toilet water,Entertainment
28297,"Tesla tags Reno for Gigafactory, but won't commit",Technology
34415,Facebook: WhatsApp deal cleared by regulators,Technology
58611,Metallica Guitarist Comments on the Future of the Band,Entertainment
15068,"'Dancing with the Stars' finale recap, Your winner is ...",Entertainment
42069,LETTER: Hnatowich on climate change,Technology
19469,Bezos: Amazon Fire phone offers 'something different',Economy
13096,Rise in US Consumer Confidence,Economy
26216,US home building falls 6.5%,Economy
55577,Russell Crowe's sons love the fact he knows Hermione (aka Emma Watson),Entertainment
47243,Facebook profits triple as mobile soars,Economy
15927,Watch above: the Heartbleed bug is leaving everyone at risk of having personal  ...,Technology
35654,Local security expert discusses the Heart Bleed Bug,Technology
59042,"Stallone, Schwarzenegger Take Cannes Back to Action Hero Glory Days",Entertainment
22728,Matthew Cowles from 'All My Children' dead at 69,Entertainment
64894,Dams Imperil Pakistan's Endangered River Dolphins,Technology
14543,Valeant seeks $45B Botox treatment,Economy
55844,Fans mark fifth anniversary of Michael Jackson's death,Entertainment
50133,"Attorneys: Joan Rivers owes ""sincere apology"" to Amanda Berry, G - CBS 3  ...",Entertainment
7525,Pfizer takeover of AstraZeneca 'could hit UK supply chains',Economy
28960,Karrueche Tran Reportedly 'Annoying' Chris Brown,Entertainment
61063,New study links Oklahama earthquakes to fracking,Economy
31246,FTA steals a march on NZ and US on agriculture in TPPA,Economy
26382,Today isn't really the deadline for most people to file their federal tax returns,Economy
43548,How Facebook plans to boost internet connectivity,Technology
20150,Tori Spelling To Dean McDermott: 'I'll Never Trust You Again',Entertainment
63286,Rumor: Google Plans To Aggregate User Health Data With New Service Called  ...,Technology
42002,"Putin's China pivot: All tactics, no trust",Economy
12063,Federal funds for citrus greening,Economy
3731,Walmart cuts iPhone prices,Technology
24194,"Kim Kardashian, Kanye West cover Vogue: 'This is such a dream come true'",Entertainment
54546,Updated MacBook Air has faster processor and smaller pricetag,Technology
11745,Pain at the Pump: A Closer Look at Gas Prices,Technology
34424,Federal court may breathe new life into case that could bring down Obamacare,Economy
13958,"Gwyneth Paltrow, Chris Martin express ""deep gratitude"" for split support",Entertainment
