No,News Title,Category,News Title Indonesia
47235,"Solange Knowles, Beyonce Sister, Allegedly Attacks Jay Z: Video, Photos  ...",Entertainment,"Solange Knowles, Adik Beyonce, Diduga Menyerang Jay Z: Video, Foto ..."
59502,'Shield' actor Michael Jace shot wife after she returned home with kids: police,Entertainment,Aktor 'Perisai' Michael Jace menembak istrinya setelah dia kembali ke rumah dengan anak-anak: polisi
8479,TOM BRADY: How The NFL's Biggest Celebrity Spends His Millions,Entertainment,TOM BRADY: Bagaimana Selebriti Terbesar NFL Menghabiskan Jutaan Uangnya
60352,RECAP: Mad Men Watch: “The Runaways”,Entertainment,REKAP: Mad Men Watch: “The Runaways”
49301,"Weibo (WB) IPO Opens at $16.27, Below $17/ADS Pricing",Economy,"IPO Weibo (WB) Dibuka pada $16,27, Di Bawah Harga $17/ADS"
32406,Why Is The Government Worried About The Internet Explorer Bug? – 'The Why',Technology,Mengapa Pemerintah Khawatir dengan Bug Internet Explorer? – 'Mengapa'
62201,North West: Kris Jenner Walked Her Down The…,Entertainment,North West: Kris Jenner Mendampinginya Menyusuri…
35061,"Apple, IBM Join Hands To Push iOS In The Enterprise",Technology,"Apple, IBM Bergandengan Tangan Untuk Mendorong iOS di Perusahaan"
13925,"Justin Bieber settles DUI case with prosecution, agrees to take anger  ...",Entertainment,"Justin Bieber menyelesaikan kasus DUI dengan penuntutan, setuju untuk mengambil kemarahan ..."
40140,"Sony pulls plug on PlayStation Portable, pushes new Vita as consumers move to  ...",Technology,"Sony menghentikan PlayStation Portable, meluncurkan Vita baru saat konsumen beralih ke ..."
3534,Argentina default is focus of U.S. court hearing on Friday - filing,Economy,Gagal bayar Argentina menjadi fokus sidang pengadilan AS pada hari Jumat
47075,Warren Buffett 'Oracle of Omaha' Berkshire Hathaway Annual Meeting 2014  ...,Economy,Pertemuan Tahunan Warren Buffett 'Oracle of Omaha' Berkshire Hathaway 2014 ...
3737,'Blood moon' plays starring role,Technology,'Blood moon' memainkan peran utama
7060,"Mila Kunis: ""Men, Stop Saying You're Pregnant""",Entertainment,"Mila Kunis: ""Pria, Berhentilah Mengatakan Kamu Hamil"""
52873,Millions around the world observe Palm Sunday,Entertainment,Jutaan orang di seluruh dunia merayakan Minggu Palma
24291,NASA launching carbon dioxide tracking satellite July 1,Technology,NASA meluncurkan satelit pelacak karbon dioksida pada 1 Juli
20277,Amazon details spat with Hachette,Economy,Detail Amazon meludahi Hachette
17578,Facebook buys Oculus Rift for a cool $2bn,Technology,Facebook membeli Oculus Rift dengan harga $2 miliar
38131,Samsung Galaxy Note 4 launch draws closer as phablet enters mass production  ...,Technology,Peluncuran Samsung Galaxy Note 4 semakin dekat saat phablet memasuki produksi massal ...
48109,Scientists add two new blocks to life,Technology,Para ilmuwan menambahkan dua blok baru dalam kehidupan
37341,"Verizon, Google Apologize For Chromebook Snafu",Technology,"Verizon, Google Minta Maaf Atas Chromebook Snafu"
57939,US deficit to shrink more than seen in 2014: CBO,Economy,Defisit AS menyusut lebih besar dari yang terlihat pada tahun 2014: CBO
58672,Shopping site eBay warns all users to change passwords after database hit by  ...,Technology,Situs belanja eBay memperingatkan semua pengguna untuk mengubah kata sandi setelah database terkena ...
35353,"Jennifer Lawrence Loves Harry Potter, Peeing Like A Man",Entertainment,"Jennifer Lawrence Suka Harry Potter, Kencing Seperti Laki-Laki"
2086,Game of Thrones author George RR Martin reacts to shock scene change,Entertainment,Penulis Game of Thrones George RR Martin bereaksi terhadap perubahan adegan yang mengejutkan
40855,Marquez in top gear for Austin,Technology,Marquez berada di posisi teratas untuk Austin
26584,Reality Steve teases 'The Bachelor 2014' spoilers: Juan Pablo still with his gal,Entertainment,Realitas Steve menggoda spoiler 'The Bachelor 2014': Juan Pablo masih bersama pacarnya
65206,'Spider-Man 2′ Ropes In $92 Million Opening,Entertainment,"""'Spider-Man 2′ Berhasil dalam Pembukaan $92 Juta""."
59974,"Reporting Burger King Merger Plans, CBS's Mason Notes Obama Opposition  ...",Economy,"Laporkan Rencana Merger Burger King, Mason CBS Catat Oposisi Obama ..."
61133,Want To Be In 'Star Wars: Episode VII'? First Video From Set Released To  ...,Entertainment,Ingin Berada di 'Star Wars: Episode VII'? Video Pertama Dari Set Dirilis Ke ...
48332,Now Even Grown-Ups Can Have a Night at the Museum,Entertainment,Sekarang Bahkan Orang Dewasa Bisa Bermalam di Museum
4865,Google To Buy Video Game Streaming Service Twitch,Technology,Google Akan Membeli Layanan Streaming Video Game Twitch
14508,WATCH: Beyoncé Reunites With Destiny's Child to Sing About Jesus in New  ...,Entertainment,TONTON: Beyoncé Bersatu Kembali Dengan Destiny's Child untuk Bernyanyi Tentang Yesus di ...
5170,Euro zone unemployment rate holds steady at 11.9% in February,Economy,"Tingkat pengangguran zona Euro tetap stabil di 11,9% pada bulan Februari"
14372,'Walking Dead' Season 4 finale draws 15.7 million viewers,Entertainment,"Final 'Walking Dead' Musim 4 menarik 15,7 juta penonton"
60186,Bobby Womack dies at 70,Entertainment,Bobby Womack meninggal pada usia 70 tahun
59632,Allergan Questions Viability of Valeant Pharmaceuticals,Economy,Allergan Mempertanyakan Kelayakan Valeant Pharmaceuticals
20906,"Video: Watch Watch Dogs, dogs",Technology,"Video: Tonton Anjing Penjaga, anjing"
61099,Robust Job Gains Mask Soft Spots in Economy,Economy,Banyaknya Pekerjaan Menimbulkan Kelemahan dalam Perekonomian
60063,Deutsche Bank Said to Have Joined Talks With Argentina Holdouts,Economy,Deutsche Bank Dikatakan Telah Bergabung Dalam Pembicaraan Dengan Argentina Holdouts
13394,Scientists help Galapagos finches combat killer maggots,Technology,Para ilmuwan membantu burung kutilang Galapagos memerangi belatung pembunuh
64330,Windows 8.2 will launch for autumn,Technology,Windows 8.2 akan diluncurkan pada musim gugur
37325,Why Twitter (TWTR) Stock Is Gaining Today,Technology,Mengapa Saham Twitter (TWTR) Meningkat Saat Ini
35625,A Conscious Look at Conscious Uncoupling: 4 Steps to a Successful Separation,Entertainment,Pandangan Sadar pada Pelepasan Sadar: 4 Langkah Menuju Pemisahan yang Sukses
63254,International Space Station to get 'corner cafè' (+video),Technology,Stasiun Luar Angkasa Internasional akan mendapatkan 'kafe sudut' (+video)
49145,A Moon for the Misbegotten,Entertainment,Bulan untuk Orang yang Salah
65118,Lionsgate splitting final Divergent movie Allegiant into two movies,Entertainment,Lionsgate membagi film Divergent terakhir Allegiant menjadi dua film
12135,Eminem's 'Headlights' video: Review Spike Lee's creation in MLive.com's reader  ...,Entertainment,Video 'Headlights' Eminem: Tinjau kreasi Spike Lee di pembaca MLive.com ...
49587,"Family Dollar to Cut Jobs, Close Stores",Economy,"Dolar Keluarga untuk Mengurangi Pekerjaan, Menutup Toko"
18996,Stephen Colbert reads his own top 10 list on “The Late Show”,Entertainment,Stephen Colbert membaca daftar 10 teratasnya sendiri di “The Late Show”
11904,"Apple awarded $119 million in patent suit against Sumsung, but who's winning  ...",Technology,"Apple menghadiahkan $119 juta dalam gugatan paten terhadap Samsung, tapi siapa yang menang ..."
13968,Lindsay Lohan says sex list was for AA,Entertainment,Lindsay Lohan mengatakan daftar seks untuk AA
7954,What you need to know from Day One of Ultra Music Festival 2014,Entertainment,Apa yang perlu Anda ketahui dari Hari Pertama Ultra Music Festival 2014
29692,Justin Bieber Posts Selfie with Sweet Message for Selena Gomez,Entertainment,Justin Bieber Posting Selfie dengan Pesan Manis untuk Selena Gomez
918,Climate change poses health risk,Technology,Perubahan iklim menimbulkan risiko kesehatan
19740,Lana Del Rey Tops ARIA Albums,Entertainment,Lana Del Rey Memuncaki Album ARIA
54509,The Purge Is Back: Cast Reveals If They Could Survive The Night in Real Life!,Entertainment,The Purge Is Back: Pemeran Mengungkapkan Jika Mereka Bisa Bertahan Malam Ini di Kehidupan Nyata!
43445,Sofia Vergara 'Dating Joe Manganiello',Entertainment,Sofia Vergara 'Berkencan dengan Joe Manganiello'
19466,Junior Creditors Will Be Key To Energy Future's Ch. 11,Economy,Kreditur Junior Akan Menjadi Kunci Masa Depan Energi Bab. 11
28500,"Facebook Furor Is Overblown, Says CalPoly Ethicist",Technology,"Kehebohan Facebook Berlebihan, Kata Ahli Etika CalPoly"
49757,Report: Apple in talks to buy Renesas chip joint venture,Economy,Laporan: Apple sedang dalam pembicaraan untuk membeli usaha patungan chip Renesa
50904,Justin Bieber Dates Kendall Jenner - Are They Drinking Sizzurp Together?,Entertainment,Justin Bieber Berkencan dengan Kendall Jenner - Apakah Mereka Minum Sizzurp Bersama?
24747,UFC Hall of Famer offers to train Orlando Bloom for fight with Justin Bieber,Entertainment,UFC Hall of Famer menawarkan untuk melatih Orlando Bloom untuk bertarung dengan Justin Bieber
43792,Meryl Davis and Maksim Chmerkovskiy Asked If They're Having Sex -- WATCH!,Entertainment,Meryl Davis dan Maksim Chmerkovskiy Bertanya Apakah Mereka Berhubungan Seks -- PERHATIKAN!
15128,Web Hosting Service NeoCities Throttles FCC Over 'Net Neutrality' Proposal,Technology,Layanan Hosting Web NeoCities Menghambat FCC Atas Proposal 'Netralitas Bersih'
33648,Tesla Motors Inc (TSLA): New Details On The Gigafactory,Technology,Tesla Motors Inc (TSLA): Detail Baru Di Gigafactory
18847,"Huntington, local officials ignored in LIRR strike plan, lawmakers say",Economy,"Huntington, pejabat lokal mengabaikan rencana pemogokan LIRR, kata anggota parlemen"
19832,(MKTW) BlackBerry Reports 2015 Fiscal First Quarter GAAP Profitability,Economy,(MKTW) BlackBerry Melaporkan Profitabilitas GAAP Fiskal Kuartal Pertama 2015
35965,Mick Jagger leaves Australia with bandmates as they rally around the singer in  ...,Entertainment,Mick Jagger meninggalkan Australia bersama rekan bandnya saat mereka berkumpul di sekitar penyanyi itu di ...
14587,Zebra Pays $3.5 Billion for Motorola Tracking Technology,Economy,"Zebra Membayar $3,5 Miliar untuk Teknologi Pelacakan Motorola"
62243,All out of dough: Sbarro Pizza files for bankruptcy for the second time in three  ...,Economy,Kehabisan adonan: Sbarro Pizza mengajukan kebangkrutan untuk kedua kalinya dalam tiga ...
672,Teenage Mutant Ninja Turtles Trailer: Megan Fox + Michael Bay = Cowabunga?,Entertainment,Trailer Teenage Mutant Ninja Turtles: Megan Fox + Michael Bay = Cowabunga?
63331,"In cable TV merger, Internet choice will be crucial",Technology,"Dalam merger TV kabel, pilihan Internet akan menjadi sangat penting"
10345,NASA's Next Mars Rover Will Make Oxygen,Technology,Penjelajah Mars NASA Berikutnya Akan Menghasilkan Oksigen
51346,UK braced for review of large-scale solar support,Economy,Inggris bersiap untuk meninjau kembali dukungan tenaga surya skala besar
4350,The 'True Blood' series finale: Love it? Hate it? Or what?,Entertainment,Final seri 'True Blood': Suka? Benci? Atau apa?
19804,"Divergent to Split Last Book Into Two Movie, Release Dates Announced",Entertainment,"Divergen untuk Membagi Buku Terakhir Menjadi Dua Film, Tanggal Rilis Diumumkan"
7394,Can Samsung keep the pressure on Samsung?,Technology,Bisakah Samsung terus menekan Samsung?
45242,Climate study forecasts big costs for some industries,Economy,Studi iklim memperkirakan biaya yang besar bagi beberapa industri
45150,The Voice recap: Tears and fears on The Voice,Entertainment,Rekap The Voice: Air mata dan ketakutan di The Voice
1426,Game Of Thrones (for newbies): “Mockingbird”,Entertainment,Game Of Thrones (untuk pemula): “Mockingbird”
33136,Editorial: Details and dire warnings,Technology,Editorial: Detail dan peringatan mengerikan
3395,"Bob Geldof's Daughter, Peaches, Dies at Age 25",Entertainment,"Putri Bob Geldof, Peaches, Meninggal di Usia 25"
47904,Home WhatsOn Television Diane Sawyer steps down as ABC's 'World News'...,Entertainment,Beranda WhatsOn Television Diane Sawyer mengundurkan diri sebagai 'Berita Dunia' ABC...
23110,Nexus 7 bought from Google Play gets 3-month All Access,Technology,Nexus 7 yang dibeli dari Google Play mendapat Akses Lengkap selama 3 bulan
36753,Anna Kendrick Raps To Iggy Azalea On 'SNL': Watch,Entertainment,"""Anna Kendrick Rap Ke Iggy Azalea Di 'SNL': Tonton""."
55354,'Total Ariana Live': See Ariana Grande's Hottest Looks Before Show,Entertainment,'Total Ariana Live': Lihat Penampilan Terpanas Ariana Grande Sebelum Pertunjukan
28869,Garth Brooks: US country star's Dublin gigs 'very badly handled',Entertainment,Garth Brooks: Pertunjukan bintang country AS di Dublin 'ditangani dengan sangat buruk'
4901,Google overlaps rival Apple with world's top brand value: Report,Economy,Google mengalahkan saingannya Apple dalam hal nilai merek teratas dunia: Laporan
3912,Robin Williams Attached to Return for Mrs. Doubtfire Sequel,Entertainment,Robin Williams Terikat untuk Kembali untuk Sekuel Mrs. Doubtfire
7168,Windows XP is still popular – so why is Microsoft pulling the plug?,Technology,Windows XP masih populer – jadi mengapa Microsoft menarik perhatiannya?
16818,Washington state jobless rate holds steady in March,Economy,Tingkat pengangguran di negara bagian Washington tetap stabil di bulan Maret
27323,Barrie-James O'Neill: Lana Del Rey Lies! We're Not Broken Up!,Entertainment,Barrie-James O'Neill: Lana Del Rey Berbohong! Kami Tidak Putus!
20428,Samsung unveils Galaxy S5 in India,Technology,Samsung memperkenalkan Galaxy S5 di India
44986,'Transformers' Tops 'Tammy' on Weak July 4 Weekend at the Movies,Entertainment,"""Transformers"" Mengungguli ""Tammy"" pada Akhir Pekan 4 Juli yang Lemah di Bioskop""."
15980,"E-mini Dow Jones Industrial Average (YM) Futures Analysis – May 28, 2014  ...",Economy,Analisis Berjangka E-mini Dow Jones Industrial Average (YM) – 28 Mei 2014 ...
7789,'Danger' zone: Potato salad fundraiser hits $50K - WSFA.com: News Weather  ...,Entertainment,Zona 'Bahaya': Penggalangan Dana Salad Kentang Mencapai $50K - WSFA.com: Berita Cuaca ...
32481,Nasa's Opportunity rover breaks out-of-this-world distance record,Technology,Penjelajah Opportunity milik NASA memecahkan rekor jarak yang melampaui dunia
54071,Rare T.rex bound for Smithsonian,Technology,T.rex langka menuju Smithsonian
58284,EPA's proposal on carbon emissions creates complications for coal-state  ...,Economy,Proposal EPA mengenai emisi karbon menimbulkan komplikasi bagi negara-negara batubara ...
60047,"FOREX-Yen at 3-1/2 mth high on BOJ Kuroda's optimism, sterling shines",Economy,"FOREX-Yen di level tertinggi 3-1/2 bulan karena optimisme BOJ Kuroda, sterling bersinar"
63475,General Motors recalls 1.5 million vehicles,Economy,"General Motors menarik 1,5 juta kendaraan"
50486,China's manufacturing activity hits 27-month peak,Economy,Aktivitas manufaktur Tiongkok mencapai puncaknya dalam 27 bulan
44566,IMF Expected to Announce Ukraine Bailout Deal Thursday,Economy,IMF Diperkirakan Akan Mengumumkan Kesepakatan Bailout Ukraina pada Kamis
54500,"Kim Kardashian, Kanye West Wedding Pictures Revealed",Entertainment,"Kim Kardashian, Gambar Pernikahan Kanye West Terungkap"
47045,Taylor Swift's Home ATTACKED... By Beer Bottles -- 3 People Arrested,Entertainment,Rumah Taylor Swift DISERANG... Dengan Botol Bir -- 3 Orang Ditangkap
21321,GM safety crisis grows as recalls mount 29 million so far this year,Technology,Krisis keselamatan GM meningkat seiring dengan meningkatnya penarikan sebanyak 29 juta unit sepanjang tahun ini
21662,Apple Replacing Defective iPhone Batteries,Technology,Apple Mengganti Baterai iPhone yang Rusak
28129,US judge to hold hearing in Argentina bondholder litigation,Economy,Hakim AS akan mengadakan sidang dalam litigasi pemegang obligasi Argentina
48845,"Snapchat Settles with FTC, Admits Photos Don't 'Disappear Forever'",Technology,"Snapchat Selesai dengan FTC, Akui Foto Tidak 'Hilang Selamanya'"
64695,Microsoft to reinvent productivity to empower people says Satya Nadella,Technology,"Microsoft akan menemukan kembali produktivitas untuk memberdayakan masyarakat, kata Satya Nadella"
21997,Comcast filing defends Time Warner Cable deal,Technology,Pengajuan Comcast membela kesepakatan Time Warner Cable
55238,Rupert Murdoch Brings His Son Lachlan Back To The Top Of His Media Empire,Economy,Rupert Murdoch Membawa Putranya Lachlan Kembali Ke Puncak Kerajaan Medianya
55769,2015 Mercedes B-Class facelift spied with minor changes,Economy,Mercedes B-Class facelift 2015 dilirik dengan ubahan minor
63680,Google Outlines Gmail Scanning in Updated Terms,Technology,Google Menguraikan Pemindaian Gmail dalam Ketentuan yang Diperbarui
28105,Ice Cube says he was 'robbed' of MTV's Best Onscreen Duo,Entertainment,Ice Cube mengatakan dia 'dirampok' dari Duo Layar Terbaik MTV
38174,"Harry Potter is back, as JK Rowling publishes new short story",Entertainment,"Harry Potter kembali, saat JK Rowling menerbitkan cerita pendek baru"
19693,Witches of East End Star Jenna Dewan-Tatum Poses Naked for Allure Magazine,Entertainment,Bintang Penyihir East End Jenna Dewan-Tatum Berpose Telanjang untuk Majalah Allure
50854,Nick Viall on Fantasy Suite Rendezvous With Andi Dorfman: “It Was Effortless  ...,Entertainment,Nick Viall di Fantasy Suite Rendezvous Dengan Andi Dorfman: “Itu Mudah ...
47769,SNL Shows What Happens If You Disrespect Beyoncé,Entertainment,SNL Menunjukkan Apa Yang Terjadi Jika Anda Tidak Menghormati Beyonce
62140,"Outside of your house, there's almost no inflation",Economy,"Di luar rumah Anda, hampir tidak ada inflasi"
22748,Robert Downey Jr. Admits His Son's Drug Problem Stems From Him,Entertainment,Robert Downey Jr. Akui Masalah Narkoba Putranya Bermula dari Dia
32452,"Anthony Cumia of the ""Opie and Anthony show"" assaulted",Entertainment,"Anthony Cumia dari ""Pertunjukan Opie dan Anthony"" diserang"
29775,"WTO deal in limbo, US still hopeful",Economy,"Kesepakatan WTO dalam ketidakpastian, AS masih berharap"
20789,"iPhone 6 Camera Will Have Better Image, Light-Capture Quality",Technology,"Kamera iPhone 6 Akan Memiliki Gambar Lebih Baik, Kualitas Tangkapan Cahaya"
23253,Dancing With The Stars Finale RECAP With Winner “The Road to the Finals  ...,Entertainment,Rekap Final Dancing With The Stars Dengan Pemenang “Jalan Menuju Final ...
64498,Friday Box Office: 'Rio 2' Tops 'Captain America 2',Entertainment,Box Office Jumat: 'Rio 2' Puncaki 'Captain America 2'
54366,'Disturbing picture' of climate change impact on oceans in latest IPCC report,Technology,'Gambaran yang meresahkan' mengenai dampak perubahan iklim terhadap lautan dalam laporan terbaru IPCC
40709,"Miley Cyrus Burglarized Again: Thieves Take New Maserati, Jewelry",Entertainment,"Miley Cyrus Dibobol Lagi: Pencuri Ambil Maserati Baru, Perhiasan"
52713,"UN Climate Report: We Must Focus On ""Decarbonization,"" and It Won't Wreck  ...",Technology,"Laporan Iklim PBB: Kita Harus Fokus pada “Dekarbonisasi”, dan Hal Ini Tidak Akan Menghancurkan ..."
8557,Time for Chinese fast food chains to shine?,Economy,Saatnya rantai makanan cepat saji Tiongkok bersinar?
55816,Lady Gaga wears red roses to cover her private parts on b'day bash,Entertainment,Lady Gaga memakai mawar merah untuk menutupi bagian pribadinya di pesta ulang tahun
15080,Yellow sac spiders prompt second Mazda recall due to fire risk,Technology,Laba-laba kantung kuning menyebabkan penarikan kembali Mazda untuk kedua kalinya karena risiko kebakaran
22368,Motorola to Vend Enterprise Business - Analyst Blog,Economy,Motorola Akan Menjual Bisnis Perusahaan - Blog Analis
54548,Sycamore Looks to Buy Express,Economy,Sycamore Ingin Membeli Ekspres
26318,Samsung Galaxy Core vs Samsung Galaxy Core Advance – Price and Specs  ...,Technology,Samsung Galaxy Core Vs Samsung Galaxy Core Advance – Harga dan Spesifikasi ...
59532,China auto show opens amid concerns,Economy,Pameran otomotif Tiongkok dibuka di tengah kekhawatiran
18550,Why AstraZenca (AZN) Stock Is Lower This Afternoon,Economy,Mengapa Saham AstraZenca (AZN) Turun Sore Ini
14443,Around the world in finance news,Economy,Di seluruh dunia dalam berita keuangan
35044,Rumors point to delay for larger iPhone 6,Technology,Rumor menunjukkan penundaan untuk iPhone 6 yang lebih besar
53477,JK Rowling's New Book is Unavailable on Amazon,Economy,Buku Baru JK Rowling Tidak Tersedia di Amazon
18295,A look at the Dow's 1000-point milestones,Economy,Sekilas tentang pencapaian 1000 poin Dow
64663,Pink Floyd's 'Division Bell' re-release primes pump for 'Endless River',Entertainment,'Division Bell' Pink Floyd merilis ulang pompa prima untuk 'Endless River'
13772,3 Valeant directors won't be standing for re-election as Allergan takeover bid looms,Economy,3 Direktur Valeant tidak akan mencalonkan diri untuk dipilih kembali karena tawaran pengambilalihan Allergan semakin dekat
6432,Mississippi Jobless Rate Rises,Economy,Tingkat Pengangguran Mississippi Meningkat
50677,"Xbox One for China formally confirmed, facing an uncertain future",Technology,"Xbox One untuk Tiongkok secara resmi dikonfirmasi, menghadapi masa depan yang tidak pasti"
18056,US jet that ended up in Iran is registered to Bank of Utah under trustee  ...,Economy,Jet AS yang berakhir di Iran terdaftar di Bank of Utah di bawah wali ...
2993,Russian Oligarch and AS Monaco Owner Dmitry Rybolovlev in Record-breaking  ...,Economy,Oligarki Rusia dan Pemilik AS Monaco Dmitry Rybolovlev dalam Pemecahan Rekor ...
34241,Keller @ Large: Binge-Drinking Storm Batters Bay State,Entertainment,Keller @ Large: Pesta Minuman Keras di Negara Bagian Teluk Storm Batters
22555,Lawsuits In Alabama And California Claim GM Has Not Recalled All Defective  ...,Technology,Tuntutan Hukum di Alabama dan California Mengklaim GM Belum Menarik Semua ...
31366,Paul Walker's Surprising Replacement in Fast & Furious 7,Entertainment,Penggantian Mengejutkan Paul Walker di Fast & Furious 7
51941,"Coming Soon, Powdered Alcohol for Sale at US Stores",Entertainment,"Segera Hadir, Alkohol Bubuk Dijual di Toko AS"
62589,Google denies over-zealously blocking articles,Technology,Google membantah terlalu keras memblokir artikel
