No,News Title,Category,News Title Indonesia
23182,BlackBery acquires Secusmart GmbH to strengthen secured communication,Technology,BlackBery mengakuisisi Secusmart GmbH untuk memperkuat komunikasi yang aman
52946,GM U.S. Sales Jump 13% in May,Technology,Penjualan GM AS Melonjak 13% di bulan Mei
61604,Review: Seth MacFarlane's 'Million Ways To Die In The West' is too many  ...,Entertainment,Ulasan: 'Million Ways To Die In The West' karya Seth MacFarlane terlalu banyak ...
63914,Greece makes promising return to bond market,Economy,Yunani memberikan pengembalian yang menjanjikan ke pasar obligasi
50243,Spoilers for 'The Bachelorette 2014': Andi heads to Belgium in episode 10x07,Entertainment,Spoiler 'The Bachelorette 2014': Andi berangkat ke Belgia di episode 10x07
1681,"Milsap, Wiseman, Cochran Get Call from Country Music Hall of Fame",Entertainment,"Milsap, Wiseman, Cochran Mendapat Panggilan dari Hall of Fame Musik Country"
6955,Catch the Celestial Shower Tomorrow,Technology,Saksikan Hujan Surgawi Besok
62154,Paul Walker's brothers to help finish 'Furious' action,Entertainment,Saudara laki-laki Paul Walker membantu menyelesaikan aksi 'Furious'
2640,"T-Mobile Offers IPhone Trials, Music-Streaming Service",Technology,"T-Mobile Menawarkan Uji Coba iPhone, Layanan Streaming Musik"
34465,Brady Bunch Star Ann B. Davis Dies at 88 After Fall in Home,Entertainment,Bintang Brady Bunch Ann B. Davis Meninggal pada Usia 88 Setelah Jatuh di Rumah
56018,Miss USA Nia Sanchez Stands By 'Self Defense' And 'Martial Arts' As A Way To  ...,Entertainment,Miss USA Nia Sanchez Mempertahankan 'Pertahanan Diri' dan 'Seni Bela Diri' Sebagai Cara Untuk ...
38999,AT&T expands Glendale 4G network,Technology,AT&T memperluas jaringan 4G Glendale
29423,Actress Lupita Nyong'o is People's Most Beautiful,Entertainment,Aktris Lupita Nyong'o adalah Orang Tercantik
35386,Vessyl: a smart cup that knows what you're drinking,Technology,Vessyl: cangkir cerdas yang mengetahui apa yang Anda minum
48298,19-Year-Old Texas Cheerleader May Be Banned from Facebook for Hunting  ...,Entertainment,Pemandu Sorak Texas Berusia 19 Tahun Mungkin Dilarang dari Facebook karena Berburu ...
31637,Court sentences SAC Capital in $1.8B fraud deal,Economy,"Pengadilan menghukum SAC Capital dalam kesepakatan penipuan senilai $1,8 miliar"
27669,Samsung replaces mobile design head amid criticism of latest Galaxy S  ...,Technology,Samsung gantikan kepala desain ponsel di tengah kritik terhadap Galaxy S terbaru ...
44327,1800's Shipwreck Rediscovered Near Golden Gate Bridge,Technology,Bangkai Kapal Tahun 1800 Ditemukan Kembali Dekat Jembatan Golden Gate
52776,US Home Construction Drops Most in Nine Months,Economy,Konstruksi Rumah di AS Turun Terbesar dalam Sembilan Bulan
5184,Pharrell Williams Covers GQ's April Issue,Entertainment,Pharrell Williams Meliput Edisi April GQ
16896,Mediatek unveils 'world's first' 64-bit octa-core LTE SoC with 2K support,Technology,Mediatek memperkenalkan SoC LTE octa-core 64-bit 'pertama di dunia' dengan dukungan 2K
37063,AMD showcases Seattle A57 part,Technology,AMD menampilkan bagian Seattle A57
34466,Conan O'Brien Hosted the Explosive 2014 MTV Movie Awards,Entertainment,Conan O'Brien Menjadi Pembawa Acara MTV Movie Awards 2014 yang Meledak
59510,'22 Jump Street' rules US box-office,Entertainment,'22 Jump Street' merajai box-office AS
14074,Rumor: Does Simon Pegg Secretly Have a 'Star Wars: Episode 7' Role?,Entertainment,Rumor: Apakah Simon Pegg Diam-diam Punya Peran 'Star Wars: Episode 7'?
60421,Alibaba files for US IPO,Technology,Alibaba mengajukan IPO di AS
5934,Review: Surface Pro 3 works as laptop,Technology,Ulasan: Surface Pro 3 berfungsi sebagai laptop
41056,M&A News Fuels Options Betting on Jos. A. Bank and The Men's Wearhouse,Economy,Berita M&A Mendorong Taruhan Opsi pada Jos. A. Bank dan The Men's Wearhouse
62491,Drugmaker Shire agrees US$54b takeover from AbbVie,Economy,Produsen obat Shire menyetujui pengambilalihan senilai US$54 miliar dari AbbVie
58003,"Selena Gomez 2014 Facts: Singer Unfollows Justin Bieber, Kendall and Kylie  ...",Entertainment,"Fakta Selena Gomez 2014: Penyanyi Berhenti Mengikuti Justin Bieber, Kendall dan Kylie ..."
61611,Gwyneth Paltrow To Take A Break From Acting After Split From Chris Martin,Entertainment,Gwyneth Paltrow Akan Istirahat Dari Dunia Akting Setelah Berpisah Dari Chris Martin
37010,Gas prices climb to $3.58 per gallon Sunday,Technology,"Harga bahan bakar naik menjadi $3,58 per galon pada hari Minggu"
48829,"Jolie, Day-Lewis receive top honors from Queen",Entertainment,"Jolie, Day-Lewis menerima penghargaan tertinggi dari Queen"
62617,Ken Ham's 'Noah' Movie Review Live Stream: Watch Online at CreationDebate.org,Entertainment,Streaming Langsung Ulasan Film 'Noah' Ken Ham: Tonton Online di CreationDebate.org
36795,2013 was 'a good time to fly' according to airline ratings,Economy,Tahun 2013 adalah 'waktu yang tepat untuk terbang' menurut peringkat maskapai penerbangan
44504,"In Batman: Arkham Knight, the Batmobile Is More Than Just a Car, it's a Tank",Entertainment,"Dalam Batman: Arkham Knight, Batmobile Lebih Dari Sekadar Mobil, Ini adalah Tank"
49044,"What's Happening In Hip-Pop: Stephen Colbert Visits “Late Show,” Jessica  ...",Entertainment,"Apa yang Terjadi Dalam Hip-Pop: Stephen Colbert Mengunjungi “Late Show,” Jessica ..."
30562,INSTANT VIEW-India's March CPI accelerates to 8.31 pct,Economy,"TAMPILAN INSTAN – CPI India bulan Maret meningkat menjadi 8,31 persen"
21891,Disrupting Transportation: Uber's Global Challenges,Economy,Mengganggu Transportasi: Tantangan Global Uber
18972,"Marketing blunder: TMNT ad features exploding building, 9/11 release date",Entertainment,"Kesalahan pemasaran: iklan TMNT menampilkan gedung yang meledak, tanggal rilis 9/11"
52159,Starbucks to sell Oprah Winfrey-branded tea for charity,Entertainment,Starbucks akan menjual teh bermerek Oprah Winfrey untuk amal
12546,Why Toll Brothers (TOL) Stock Is Higher This Morning,Economy,Mengapa Saham Toll Brothers (TOL) Lebih Tinggi Pagi Ini
7816,Midland radio legend Ed Doolan's sadness over Rolf Harris guilt,Entertainment,Kesedihan legenda radio Midland Ed Doolan atas kesalahan Rolf Harris
43834,Lady Gaga on Tony Bennett duet album: Jazz comes easier than pop,Entertainment,Lady Gaga di album duet Tony Bennett: Jazz hadir lebih mudah daripada pop
3565,Pop-up Central Perk cafe to open to mark Friends 20th anniversary,Entertainment,Kafe pop-up Central Perk akan dibuka untuk menandai ulang tahun ke-20 Friends
43186,Google Glass could get a fashion upgrade thanks to deal with Ray-Ban and Oakley,Technology,Google Glass bisa mendapatkan peningkatan mode berkat kesepakatan dengan Ray-Ban dan Oakley
65214,"Miley Cyrus nude photo FAKE, April Fools! 'Bangerz' songstress did NOT cuddle  ...",Entertainment,"Foto bugil Miley Cyrus PALSU, April Mop! Pelantun 'Bangerz' TIDAK berpelukan..."
28506,Google Glass Available for Purchase Today,Technology,Google Glass Tersedia untuk Dibeli Hari Ini
14511,"Yes, That Was [SPOILER!] on Tonight's ""Mad Men"" Premiere",Entertainment,"Ya, Itu Tadinya [SPOILER!] di Tayangan Perdana ""Mad Men"" Malam Ini"
26618,Olympic ice dancer Charlie White gets the boot on 'Dancing',Entertainment,Penari es Olimpiade Charlie White mendapat kesempatan untuk tampil di 'Dancing'
61732,Tammy,Entertainment,Tammy
36533,Facebook will seek approval for $19 Billion WhatsApp deal,Technology,Facebook akan meminta persetujuan untuk kesepakatan WhatsApp senilai $19 Miliar
55375,A meditation on inequality,Economy,Sebuah meditasi tentang ketidaksetaraan
56353,BMW Doubling Down On Spartanburg with X7 Production Will Position Plant As  ...,Economy,BMW Menggandakan Spartanburg dengan Produksi X7 Akan Memposisikan Pabrik Sebagai ...
37817,Hundreds of New Emoji Coming to Replace More Words,Technology,Ratusan Emoji Baru Hadir untuk Menggantikan Lebih Banyak Kata
63154,Reel Reviews: New Muppet is green and mean,Entertainment,Ulasan Reel: Muppet Baru berwarna hijau dan kejam
53729,FCC Chairman Backtracks—a Little—on Net Neutrality Rules,Technology,Ketua FCC Mundur—Sedikit—tentang Aturan Netralitas Net
26741,Chiquita now part of top banana company,Economy,Chiquita sekarang menjadi bagian dari perusahaan pisang terkemuka
60000,HTC One M8 Pushes The Company Into Profit,Economy,HTC One M8 Mendorong Perusahaan Menjadi Untung
38827,Rupert Grint to Make Broadway Debut in 'It's Only a Play',Entertainment,Rupert Grint Akan Membuat Debut Broadway di 'It's Only a Play'
27931,King Digital Rides `Candy Crush' to $500M IPO,Economy,King Digital Mengendarai `Candy Crush' hingga IPO $500 juta
46259,IRS Watchdog: Impostor Phone Scam Largest Ever,Economy,Pengawas IRS: Penipuan Telepon Penipu Terbesar Yang Pernah Ada
29855,Import Prices Rise on Strong Energy Demand,Economy,Harga Impor Naik karena Tingginya Permintaan Energi
6972,Uh Oh! America Ferrera Is Ambushed On The Cannes Red Carpet,Entertainment,Uh Oh! America Ferrera Disergap Di Karpet Merah Cannes
58402,"Now playing: 'Divergent' teens, nymphos, Muppets and more",Entertainment,"Sedang diputar: remaja 'Divergen', bidadari, Muppets, dan banyak lagi"
64956,"Debt Purchases Within ECB Mandate, Draghi Says",Economy,"Pembelian Utang Sesuai Mandat ECB, Kata Draghi"
47725,The Internets best April Fools gags - WNEM TV 5,Technology,Lelucon April Mop terbaik di Internet - WNEM TV 5
51458,"Jodie Foster marries girlfriend Alexandra Hedison, Ellen DeGeneres' ex",Entertainment,"Jodie Foster menikahi pacarnya Alexandra Hedison, mantan Ellen DeGeneres"
37004,'Star Wars Episode 7' News: 'Major' Character Will Have 'Enthusiasm' That Will  ...,Entertainment,Berita 'Star Wars Episode 7': Karakter 'Utama' Akan Memiliki 'Antusiasme' Yang Akan ...
24473,This 'Kids React To Old Computers' Video Will Make You Feel Really Old!,Technology,Video 'Reaksi Anak-Anak Terhadap Komputer Lama' Ini Akan Membuat Anda Merasa Sangat Tua!
34372,Most NYC listings on Airbnb could be illegal: Attorney General,Economy,Sebagian besar tempat di NYC di Airbnb mungkin ilegal: Jaksa Agung
13946,Miley Cyrus forced to cancel another show after doctors say she's too sick to  ...,Entertainment,Miley Cyrus terpaksa membatalkan pertunjukan lain setelah dokter mengatakan dia terlalu sakit untuk ...
39612,Toyota Reaches Settlement Over Unintended Acceleration,Technology,Toyota Mencapai Penyelesaian Atas Akselerasi yang Tidak Diinginkan
3147,Jay Z And Beyonce Release New Action-Packed Trailer For 'On The Run' Tour  ...,Entertainment,Jay Z dan Beyonce Rilis Trailer Penuh Aksi Baru untuk Tur 'On The Run' ...
43758,Apple's 'heart rate monitoring headphones leaked on Secret',Technology,'Headphone pemantau detak jantung Apple bocor di Secret'
11732,"Garth Brooks: ""Five Shows or None at All"" for Dublin",Entertainment,"Garth Brooks: ""Lima Pertunjukan atau Tidak Sama Sekali"" untuk Dublin"
42756,Fed's Bullard sees inflation above 2% in 2015,Economy,Bullard dari Fed melihat inflasi di atas 2% pada tahun 2015
55068,Nearly nine hundred thousand Honda Odyssey minivans recalled,Technology,Hampir sembilan ratus ribu minivan Honda Odyssey ditarik kembali
19700,Mobileye Becomes Largest Israeli IPO in the US,Economy,Mobileye Menjadi IPO Israel Terbesar di AS
13955,"Toyota to pay $1.2B to settle criminal probe - WBOC-TV 16, Delmarvas News  ...",Technology,"Toyota akan membayar $1,2 miliar untuk menyelesaikan penyelidikan kriminal - WBOC-TV 16, Delmarvas News ..."
23033,Pot property financing entices private investors,Economy,Pembiayaan properti pot menarik investor swasta
52456,Nintendo announces Skylanders rival toys for multiple games,Technology,Nintendo mengumumkan mainan saingan Skylanders untuk banyak game
35242,Album stream: Coldplay - 'Ghost Stories',Entertainment,Aliran album: Coldplay - 'Kisah Hantu'
13604,SHH Video: The Amazing Spider-Man 2 Brings On the Bad Guys!,Entertainment,Video SHH: The Amazing Spider-Man 2 Menghadirkan Orang-Orang Jahat!
51230,"Pin-up photographer, model Bunny Yeager dies",Entertainment,"Fotografer pin-up, model Bunny Yeager meninggal"
60461,"With 15 million fans, Narendra Modi 2nd most popular politician on Facebook  ...",Technology,"Dengan 15 juta penggemar, Narendra Modi politisi terpopuler ke-2 di Facebook ..."
4896,Watch Ryan Lewis Ask Macklemore Fans What They Think Of Ryan Lewis,Entertainment,Tonton Ryan Lewis Menanyakan Penggemar Macklemore Apa Pendapat Mereka Tentang Ryan Lewis
6928,"Japan, Australia reach free-trade pact",Economy,"Jepang, Australia mencapai pakta perdagangan bebas"
7227,Chris Martin And Gwyneth Paltrow Split: Fans Confused Over 'Conscious  ...,Entertainment,Chris Martin dan Gwyneth Paltrow Berpisah: Fans Bingung Karena 'Sadar ...
18499,Report: Apple Nearing Large Screen iPhone Production,Technology,Laporan: Apple Mendekati Produksi iPhone Layar Besar
52136,Miley Cyrus,Entertainment,Miley Cyrus
19176,Kleiner to invest in Snapchat at near-$10 bn valuation: Report,Economy,Kleiner akan berinvestasi di Snapchat dengan valuasi hampir $10 miliar: Laporan
32177,"Free Wi-Fi provider Gowex confirms faked results for four years, files for  ...",Economy,"Penyedia Wi-Fi gratis Gowex mengonfirmasi hasil palsu selama empat tahun, mengajukan ..."
33015,Chrysler recalling 780000 minivans to replace window switch that can overheat,Economy,Chrysler menarik kembali 780.000 minivan untuk menggantikan saklar jendela yang bisa terlalu panas
12245,"REVIEW: Amazon's Fire TV Is A Leap Forward For Set-Top Boxes, But With Its  ...",Entertainment,"ULASAN: Fire TV Amazon Adalah Lompatan Ke Depan Untuk Set-Top Box, Tapi Dengan ..."
62750,Watch Video: SpaceX's Falcon 9 Reusable Safe Take Off and Landing,Technology,Tonton Video: Lepas Landas dan Pendaratan Aman Falcon 9 SpaceX yang Dapat Digunakan Kembali
47149,Writer Simon Kinberg Explains The 'X-Men: Days Of Future Past' Post-Credits  ...,Entertainment,Penulis Simon Kinberg Menjelaskan Pasca-Kredit 'X-Men: Days Of Future Past' ...
11116,"Misfit, Pebble Partner to Bring Fitness Tracking to All Pebble Users",Technology,"Misfit, Mitra Pebble untuk Menghadirkan Pelacakan Kebugaran ke Semua Pengguna Pebble"
542,Official Tipped Off Hess Rail Yard About Oil-Carrier Inspection,Economy,Pejabat Memberitahu Halaman Rel Hess Tentang Inspeksi Pengangkut Minyak
16832,NZ dollar gains as greenback pushed down,Economy,Dolar Selandia Baru menguat karena greenback tertekan
18960,'Sharknado 2' Breaking Audience And Social Media Records,Entertainment,'Sharknado 2' Memecahkan Rekor Penonton dan Media Sosial
22301,FedEx Hits New 12-Month High After Better-Than-Expected Earnings (FDX),Economy,FedEx Mencapai Level Tertinggi Baru dalam 12 Bulan Setelah Pendapatan Lebih Baik Dari Perkiraan (FDX)
10959,Apple seeks to block sale of certain Samsung products,Technology,Apple berupaya memblokir penjualan produk Samsung tertentu
58018,'The Bachelorette' 2014: Sources think Nick Viall videos were made up,Entertainment,'The Bachelorette' 2014: Sumber mengira video Nick Viall dibuat-buat
5722,Clooney blasts magnate Steve Wynn after heated argument,Entertainment,Clooney mengecam tokoh terkemuka Steve Wynn setelah perdebatan sengit
29693,Apple's Next Era: Product Singularity,Technology,Era Apple Berikutnya: Singularitas Produk
15760,Google's 2GB RAM upgrade for new Glass explorers angers early adopters,Technology,Peningkatan RAM 2GB Google untuk penjelajah Glass baru membuat marah pengguna awal
39346,"Google competes with Amazon, expands same-day delivery",Technology,"Google bersaing dengan Amazon, memperluas pengiriman di hari yang sama"
6608,AT&T aims for TV's future with $48.5B DirecTV deal - ABC-7.com WZVN News  ...,Economy,"AT&T bertujuan untuk masa depan TV dengan kesepakatan DirecTV senilai $48,5 miliar - ABC-7.com WZVN News ..."
59684,Password do's and don'ts: 6 ways to stay safe online,Technology,Kata sandi yang boleh dan tidak boleh dilakukan: 6 cara agar tetap aman saat online
57087,Is AR Rahman a magician or our Mozart?,Entertainment,Apakah AR Rahman seorang pesulap atau Mozart kita?
16436,Paul Virant of Western Springs' Vie Restaurant named James Beard Award finalist,Entertainment,Paul Virant dari Restoran Vie Western Springs dinobatkan sebagai finalis James Beard Award
27902,Resocialize Yourself with Facebook's “Nearby Friends”,Technology,Sosialisasikan kembali diri Anda dengan “Teman Terdekat” di Facebook
51871,Harry Potter: JK Rowling's hero has gone a little gray,Entertainment,Harry Potter: Pahlawan JK Rowling menjadi sedikit abu-abu
60211,Osmo merges real and virtual gaming with a tiny mirror for the iPad,Technology,Osmo menggabungkan permainan nyata dan virtual dengan cermin kecil untuk iPad
34274,General Motors recall 3mn more cars over ignition issue,Economy,General Motors menarik 3 juta mobil lagi karena masalah pengapian
10291,"After long wait, Malaysia releases missing jet data",Economy,"Setelah penantian panjang, Malaysia merilis data jet yang hilang"
28331,Bank of England 'must step in to stop property prices spiralling out of control',Economy,Bank of England 'harus turun tangan untuk menghentikan harga properti yang tidak terkendali'
32582,The Associated Press,Entertainment,Pers Terkait
21462,"Microsoft claims breakthrough in real-time translationPublish Date: May 29, 2014",Technology,Microsoft mengklaim terobosan dalam terjemahan real-time Tanggal Penerbitan: 29 Mei 2014
48256,Chris Brown sends girlfriend Karrueche Tran a heartfelt message from prison  ...,Entertainment,Chris Brown mengirimi pacarnya Karrueche Tran pesan yang menyentuh hati dari penjara ...
45843,General Motors expands their recall list,Technology,General Motors memperluas daftar penarikan mereka
42964,Facebook wants to know if you're a voter and your relationship status: Here's  ...,Technology,Facebook ingin tahu apakah Anda seorang pemilih dan status hubungan Anda: Ini ...
47542,Why Express (EXPR) Stock Is Surging Today,Economy,Mengapa Saham Express (EXPR) Melonjak Saat Ini
30415,Heartbleed strikes the heart of Internet and you can't do anything to protect yourself,Technology,Heartbleed menyerang jantung Internet dan Anda tidak dapat melakukan apa pun untuk melindungi diri Anda sendiri
31455,Is the Federal Reserve Really Our Economy's Main Line of Defense?,Economy,Apakah Federal Reserve Benar-Benar Garis Pertahanan Utama Perekonomian Kita?
1928,George Zimmerman appearance at Florida gun show draws blanks,Entertainment,Penampilan George Zimmerman di pameran senjata Florida tidak menghasilkan apa-apa
27051,iPhone 6 screens to enter production as early as May: Sources,Technology,Layar iPhone 6 akan memasuki produksi pada awal Mei: Sumber
30663,"PAX EAST 2014: First DLC Pack Announced for Titanfall, Called 'Expedition'",Technology,"PAX EAST 2014: Paket DLC Pertama Diumumkan untuk Titanfall, Disebut 'Ekspedisi'"
22994,'Transcendence' can't transcend sci-fi cliches,Entertainment,'Transendensi' tidak bisa melampaui klise fiksi ilmiah
26663,TV Review: FARGO – Season 1 – “The Crocodile's Dilemma” – Series Premiere,Entertainment,Ulasan TV: FARGO – Musim 1 – “Dilema Buaya” – Serial Perdana
11442,Dolly dazzles in front of 100000 at Glastonbury,Entertainment,Dolly mempesona di depan 100.000 orang di Glastonbury
40679,Ryanair introduces 'business class',Economy,Ryanair memperkenalkan 'kelas bisnis'
33231,UPDATE 3-Apple seeks decisive US court ruling against Samsung,Technology,PEMBARUAN 3-Apple meminta keputusan pengadilan AS yang tegas terhadap Samsung
40532,What went wrong with 'American Idol' this season?,Entertainment,Apa yang salah dengan 'American Idol' musim ini?
27106,Peaches Geldof Dead At 25: How The Papers Reported The Shocking Death Of  ...,Entertainment,Peaches Geldof Meninggal Pada Usia 25: Bagaimana Surat Kabar Melaporkan Kematian Yang Mengejutkan ...
10700,6 Things You Missed By Not Watching 2014's ACM Awards,Entertainment,6 Hal yang Anda Lewatkan Jika Tidak Menonton ACM Awards 2014
21954,"Buying a General Mills product eliminates the right to sue, according to online  ...",Economy,"Membeli produk General Mills menghilangkan hak untuk menuntut, menurut online ..."
56816,"Notable Runners - Urban Outfitters, (NASDAQ:URBN), Gladstone Capital  ...",Economy,"Pelari Terkemuka - Urban Outfitters, (NASDAQ:URBN), Gladstone Capital ..."
36077,Coke's Profit Declines Though Volumes Improve -- Update,Economy,Laba Coca-Cola Menurun Meskipun Volumenya Membaik -- Perbarui
27790,Astronomers surprised by discovery of planet twice as big as Earth but 17 times  ...,Technology,Para astronom dikejutkan dengan penemuan planet dua kali lebih besar dari Bumi tetapi 17 kali ...
23789,Yahoo Is Plotting Another YouTube Killer…Again,Technology,Yahoo Sedang Merencanakan Pembunuh YouTube Lainnya…Lagi
30223,US to hand stolen oil tanker back to Libya,Economy,AS akan menyerahkan kapal tanker minyak curiannya kembali ke Libya
13745,Malaysia Airlines flight MH370 relatives accuse government of withholding data,Economy,Kerabat Malaysia Airlines dengan penerbangan MH370 menuduh pemerintah menyembunyikan data
62323,Home price growth continues to cool,Economy,Pertumbuhan harga rumah terus melambat
64415,Carbon dioxide monitoring satellite blasts off,Technology,Satelit pemantau karbon dioksida diluncurkan
26685,"Watsco Earnings Outperform, Shares Up - Analyst Blog",Economy,"Pendapatan Watsco Mengungguli, Berbagi Naik - Blog Analis"
43604,Morning Jolt: Target CEO resigns,Economy,Sentakan Pagi: CEO Target mengundurkan diri
47562,Walking Dead Season 5 Premiere Date: October 12 Return Likely For AMC Series,Entertainment,Tanggal Tayang Walking Dead Musim 5: 12 Oktober Kemungkinan Kembali Untuk Seri AMC
53591,Leonardo DiCaprio To Star In The Revenant,Entertainment,Leonardo DiCaprio Akan Membintangi Revenant
56654,"'Dawn Of The Planet of The Apes' Adds Prequel Short Films, Featurette",Entertainment,"""Dawn Of The Planet of The Apes"" Menambahkan Film Pendek Prekuel, Keistimewaan"
51875,US stocks fall sharply as earnings disappoint,Economy,Saham AS turun tajam karena pendapatannya mengecewakan
3902,'True Blood' Season 7: Jason And Eric Finally Get Together In Talked About Sex  ...,Entertainment,'True Blood' Musim 7: Jason dan Eric Akhirnya Berkumpul Dalam Pembicaraan Tentang Seks ...
35919,Michael Jackson - Xscape (Album Review),Entertainment,Michael Jackson - Xscape (Ulasan Album)
34205,Jenny McCarthy And Sherri Shepherd Out At 'The View',Entertainment,Jenny McCarthy dan Sherri Shepherd Keluar Di 'The View'
6904,CONSUMER ALERT: GM recalls 2.4 million more vehicles,Economy,"PERINGATAN KONSUMEN: GM menarik kembali 2,4 juta kendaraan lagi"
10388,"Jack White Records, Releases Single In Hours",Entertainment,"Jack White Records, Merilis Single Dalam Beberapa Jam"
250,Filing late for tax refund is OK,Economy,Mengajukan pengembalian pajak yang terlambat tidak masalah
9764,"Climate change to disrupt food supplies, brake growth",Technology,"Perubahan iklim mengganggu pasokan pangan, menghambat pertumbuhan"
23676,Robert Downey Jr's son arrested on suspicion of drug possession,Entertainment,Putra Robert Downey Jr ditangkap karena dicurigai memiliki narkoba
61738,5 Things to Know About the Intel 3-D Printed Robot Kit,Technology,5 Hal yang Perlu Diketahui Tentang Kit Robot Cetak 3-D Intel
3038,Microsoft to introduce Xbox One to China,Technology,Microsoft akan memperkenalkan Xbox One ke Cina
